number_of_dialog,start_time,end_time,dialog
549,"00:33:51,259","00:33:52,633","Jimmy, does that sound fair?"
550,"00:33:52,634","00:33:54,026","- Fair? - Not to me. Now, what else?"
551,"00:33:54,027","00:33:58,165",- Wh...who are you meeting with? - Walter... Breachway.
552,"00:33:58,166","00:34:04,271","- Become his friend. Let's get invited back. - Well, look at you. Okay. Anything else, sir?"
553,"00:34:04,272","00:34:06,306",I'm on the phone with the Klan.
554,"00:34:06,307","00:34:09,109",- You meet with them in person. - And?
555,"00:34:09,110","00:34:11,610",<font color=#ff00ff>[SIGHS]</font>
556,"00:34:11,611","00:34:15,881","- And you need to try and sound like my voice. <font color=#ff00ff>- [CHUCKLING]</font> Oh, boy."
557,"00:34:15,882","00:34:18,373",All right. Here.
558,"00:34:19,803","00:34:21,687","- Me, too? - Yeah. You, too, Jimmy."
559,"00:34:21,688","00:34:23,356",- Godfather. <i><font color=#FF551>- RON:</font> That's right.</i>
560,"00:34:23,357","00:34:25,826","You wanted to be black, here's your chance."
561,"00:34:26,527","00:34:28,195",Lookie here.
562,"00:34:28,196","00:34:31,163",Some people say we've got a lot of malice.
563,"00:34:31,164","00:34:33,566",Some say it's a lot of nerve.
564,"00:34:33,567","00:34:35,218",Lookie here.
565,"00:34:35,719","00:34:38,570",Some people say we got a lot of malice.
566,"00:34:38,571","00:34:38,771",<font color=#ff00ff>[JIMMY LAUGHS]</font>
567,"00:34:38,772","00:34:40,639","- Some... <font color=#ff00ff>[LAUGHS]</font> <i><font color=#FF551>- RON:</font> Come on, come on.</i>"
568,"00:34:40,640","00:34:42,475",<i>This is life and death here. Come on.</i>
569,"00:34:42,476","00:34:45,711","- Oh, is it? - Come on. Some say it's a lot of nerve. Nerve!"
570,"00:34:45,712","00:34:48,180","- You want me to do this now? - Please, now."
571,"00:34:48,181","00:34:50,215","<i>For all our sakes, do it now, please.</i>"
572,"00:34:50,216","00:34:53,220","- Some say it's a lot of nerve. - <i>Let... let it flow, though. Let it flow.</i>"
573,"00:34:53,221","00:34:55,788",- I'm flowing. - Okay. I say we won't quit moving
574,"00:34:55,789","00:34:59,926",- till we get what we deserve. - I say we won't quit moving...
575,"00:34:59,927","00:35:03,897","- until we get what we deserve. - We've been buked, and we've been scorned."
576,"00:35:03,898","00:35:06,133","- We've been buke... - ""Buked."" Say that."
577,"00:35:06,134","00:35:08,201","- What does ""buked"" mean? - <i>Disrespected.</i>"
578,"00:35:08,202","00:35:11,204","- You've been disrespected, Flip. You. - Why doesn't he just say that?"
579,"00:35:11,205","00:35:15,042","- We've been buked, and we've been scorned. - This has got to flow, from the..."
580,"00:35:15,043","00:35:18,143","We've been treated bad, talked about."
581,"00:35:18,144","00:35:19,912",We've been buked. We've been scorned.
582,"00:35:19,913","00:35:21,481","- All right, get that shit out. - We've been treated bad,"
583,"00:35:21,482","00:35:22,249",- talked about. <font color=#ff00ff>- [JIMMY LAUGHING]</font>
584,"00:35:22,250","00:35:23,549","Just as sure as you're born,"
585,"00:35:23,550","00:35:26,353","- but just as sure as it take. - Just as sure as you're born,"
586,"00:35:26,354","00:35:30,857",- but just as sure as it take. - <i>Two eyes to make a pair. Huh!</i>
587,"00:35:30,858","00:35:33,916",- Two eyes to make a pair. - Huh!
588,"00:35:34,694","00:35:35,795",Huh!
589,"00:35:35,796","00:35:37,230",- Huh! - Huh!
590,"00:35:37,231","00:35:38,664",- Huh! Huh! - Huh!
591,"00:35:38,665","00:35:43,503","- Brother, we can't quit till we get our share. - Brother, we can't quit till we get our share."
592,"00:35:43,504","00:35:46,406","- Doesn't make grammatical sense, but okay. - Say it loud."
593,"00:35:46,407","00:35:47,707","I'm black, and I'm proud."
594,"00:35:47,708","00:35:51,845","- Say it for O.J., Jimmy. You, too. <font color=#FF551>- ALL:</font> Say it loud. I'm black, and I'm proud."
595,"00:35:51,846","00:35:55,115","Say it loud. I'm black, and I'm proud."
596,"00:35:55,116","00:35:56,682",- That's right. There it is. <i><font color=#FF551>- JIMMY:</font> Huh!</i>
597,"00:35:56,683","00:35:58,418",I believed you. <font color=#ff00ff>[CHUCKLES]</font>
598,"00:35:58,419","00:36:01,054",Lose that Jewish necklace around your neck.
599,"00:36:01,055","00:36:04,523","Jimmy, it's not a Jewish necklace. It's a Star of David."
600,"00:36:04,524","00:36:05,724",Okay.
601,"00:36:05,725","00:36:07,726","Flip, you're Jewish?"
602,"00:36:07,727","00:36:10,252",I don't know. Am I?
603,"00:36:36,424","00:36:40,448",<font color=#ff00ff>[DOOR OPENS AND CLOSES]</font>
604,"00:36:45,066","00:36:49,369",- Ron Stallworth? - That's me.
605,"00:36:49,870","00:36:51,902",- You must be Walter. - Name's Felix.
606,"00:36:51,903","00:36:53,840","Well, I was told I'd be meeting a Walter Breachway."
607,"00:36:53,841","00:36:56,476","Change of plans, Mac."
608,"00:36:56,477","00:37:00,080",<font color=#ff00ff>[CAMERA CLICKING]</font>
609,"00:37:00,081","00:37:01,848",I'm gonna need you to hop in the truck.
610,"00:37:01,849","00:37:04,284","- Okay, well, how about I just follow you in my... - No can do."
611,"00:37:04,285","00:37:06,486",You come with me.
612,"00:37:06,487","00:37:08,254",Security.
613,"00:37:08,255","00:37:11,146",I'll drive you back.
614,"00:37:14,095","00:37:15,395",<font color=#ff00ff>[CAMERA CLICKS]</font>
615,"00:37:15,396","00:37:17,796",<font color=#ff00ff>[COUNTRY MUSIC PLAYING]</font>
616,"00:37:17,797","00:37:19,988","Come on, let's roll."
617,"00:37:36,883","00:37:41,227","- You for the white race, Ron? - Oh, hell yeah."
618,"00:37:41,228","00:37:43,556",Been having trouble lately with these local niggers.
619,"00:37:43,557","00:37:46,492","Ah, since the Civil War, it's always trouble with niggers."
620,"00:37:46,493","00:37:47,827",<font color=#ff00ff>[FLIP GRUNTS]</font>
621,"00:37:48,328","00:37:51,198",- Walter said something about your sister. - Makes me sick.
622,"00:37:51,199","00:37:51,899",What are they saying?
623,"00:37:51,900","00:37:54,455",- They saying where they're going? <font color=#ff00ff>- [SHUSHING]</font>
624,"00:37:55,469","00:37:59,105","But it's also, you know, camaraderie"
625,"00:37:59,106","00:38:02,275",- I'm looking for with the Klan. - What the fuck did you say?
626,"00:38:02,276","00:38:05,568","- Camaraderie? - No, the other word."
627,"00:38:06,047","00:38:09,082","- The Klan? - Not ""the Klan""."
628,"00:38:09,083","00:38:11,284","It's ""the Organization""."
629,"00:38:11,285","00:38:15,888",The Invisible Empire has managed to stay invisible for a reason.
630,"00:38:15,889","00:38:19,159",Do not ever use that word.
631,"00:38:19,160","00:38:23,463","- You understand? - Hey, I over-stand. Right. You got it."
632,"00:38:23,464","00:38:25,520",The Organization.
633,"00:38:32,139","00:38:34,907",Check this shit out. You're never gonna believe this.
634,"00:38:34,908","00:38:35,575",What?
635,"00:38:35,576","00:38:38,634",A fucking jig on our bumper.
636,"00:38:40,581","00:38:42,838","- Ron, he sees us. Back off. - Damn!"
637,"00:38:46,787","00:38:49,489",Let's get ready. Look under your seat.
638,"00:38:49,490","00:38:51,024",- Yeah. - What?
639,"00:38:51,025","00:38:53,616",- <i>Pull it out.</i> <font color=#ff00ff>- [FLIP LAUGHING]</font>
640,"00:38:54,828","00:38:57,330",<font color=#ff00ff>[FELIX LAUGHING]</font>
641,"00:38:57,331","00:39:01,991",Load 'er up. Put two in the chamber.
642,"00:39:02,570","00:39:04,894","Come on, load it up."
643,"00:39:06,373","00:39:08,430","<i>Come on, load it.</i>"
644,"00:39:09,343","00:39:11,111",Don't be messing with us.
645,"00:39:11,112","00:39:16,182","<font color=#ff00ff>- [LAUGHING]</font> The Organization. - Not so fast, buddy boy."
646,"00:39:16,183","00:39:20,508",Hold your horses.
647,"00:39:28,495","00:39:29,296",Mmm.
648,"00:39:29,297","00:39:30,896","Ron, glad you could make it."
649,"00:39:30,897","00:39:32,365","Walter Breachway, chapter president."
650,"00:39:32,366","00:39:34,267",Ron Stallworth. I appreciate you inviting me out.
651,"00:39:34,268","00:39:37,570",Absolutely. I've been impressed with our conversations over the phone.
652,"00:39:37,571","00:39:40,107",I think you have a lot of fine ideas that could really help the cause.
653,"00:39:40,108","00:39:41,271","Well, I meant every word I said."
654,"00:39:41,272","00:39:44,010","You know, I've had my own share of run-ins with niggers."
655,"00:39:44,011","00:39:47,247","Matter of fact, it's what led me to the Organization."
656,"00:39:47,248","00:39:49,516","- Is that right? - Oh, it's become my salvation."
657,"00:39:49,517","00:39:51,284","See, I was, uh..."
658,"00:39:51,285","00:39:53,986",shot and wounded by a couple niggers.
659,"00:39:53,987","00:39:56,722",Then my wife was savagely raped by a whole pack of 'em.
660,"00:39:56,723","00:39:59,024","- God. - That's right, and not a one of them went to jail."
661,"00:39:59,025","00:40:02,095",- Huh. - Tell you what.
662,"00:40:02,096","00:40:03,963",They're taking over.
663,"00:40:03,964","00:40:06,366","Hell, it's all you see on TV anymore."
664,"00:40:06,367","00:40:08,368",Niggers selling soap. Niggers selling toothpaste.
665,"00:40:08,369","00:40:09,769",Niggers selling automobiles.
666,"00:40:09,770","00:40:12,439","<font color=#ff00ff>[CHUCKLING]</font> Everywhere you look, it's niggers, niggers, niggers."
667,"00:40:12,440","00:40:15,942","Yeah, wasn't long ago them sumbitches wasn't on no TV."
668,"00:40:15,943","00:40:18,478",You're forgetting about Uncle Ben and Aunt Jemima.
669,"00:40:18,479","00:40:19,979","Oh, dang."
670,"00:40:19,980","00:40:22,315",- I kind of like them niggers. <font color=#ff00ff>- [LAUGHING]</font>
671,"00:40:22,316","00:40:25,285",Rice and pancakes.
672,"00:40:25,286","00:40:28,555","- Hey, uh, my name's Ivanhoe, by the way. - Hey. Ron."
673,"00:40:28,556","00:40:33,426","Hey, all you get now is how we gotta cater to them. Now, watch your mouth. Yeah."
674,"00:40:33,427","00:40:36,897",Don't say this. Don't say that. Be nice.
675,"00:40:36,898","00:40:40,233","- Hell, they ain't even colored no more. - Negroes. Blacks."
676,"00:40:40,234","00:40:42,435","- Afro-Americans now. - Yeah, fuck it."
677,"00:40:42,436","00:40:45,205",Just call them fucking niggers. Make it fucking simple.
678,"00:40:45,206","00:40:47,173",<font color=#ff00ff>- [CHUCKLES]</font> Niggers. <i><font color=#FF551>- OTHERS:</font> Niggers.</i>
679,"00:40:47,174","00:40:49,576",- That's the right idea. - I've been saying this stuff for years.
680,"00:40:49,577","00:40:52,779","- Well, you ain't the only one. - It's good to know someone else gets it."
681,"00:40:52,780","00:40:55,481","So, what kind of stuff you guys do?"
682,"00:40:55,982","00:41:00,019","What kind of stuff we do? We, uh... uh, cross burnings"
683,"00:41:00,020","00:41:04,123",and marches and stuff so people don't fuck with us.
684,"00:41:04,124","00:41:07,761","- I'm tired of niggers fucking with me. - Well, then you come to the right place."
685,"00:41:07,762","00:41:09,562",Nobody fucks with us.
686,"00:41:09,563","00:41:12,855","Now, how much you know about the history?"
687,"00:41:13,434","00:41:16,403",- Some. I could know more. - We will teach you.
688,"00:41:16,404","00:41:21,663","- Yeah, this is fixing to be a big year for us. - How so?"
689,"00:41:26,347","00:41:27,814",- Boom! <font color=#ff00ff>- [CHUCKLING]</font> All right.
690,"00:41:27,815","00:41:29,449","- We're gonna make fireworks, aren't we? - All right, all right, Ivanhoe,"
691,"00:41:29,450","00:41:33,019","shut your dumb mouth. Ivan, shut the fuck up."
692,"00:41:33,020","00:41:34,721","- Burnt ends. - All right, all right."
693,"00:41:34,722","00:41:38,191",That's enough. Shut your dumb mouth. Sorry about him. He drinks too much.
694,"00:41:38,192","00:41:40,026",Doesn't know what he's saying. <font color=#ff00ff>[CHUCKLING]</font>
695,"00:41:40,027","00:41:41,955","Just to be clear, the, uh..."
696,"00:41:41,954","00:41:46,697","- the Organization is strictly nonviolent. - Oh, nonviolent like that nigger,"
697,"00:41:46,698","00:41:48,801","that dead nigger, Martin Luther Coon."
698,"00:41:48,802","00:41:52,405","- Yeah, gotcha. - Ron? You mind coming with me?"
699,"00:41:52,406","00:41:55,998","- Yeah, where to? - You undercover or something?"
700,"00:41:56,911","00:42:01,548","- You ask too many questions. <font color=#FF551>- WALTER:</font> All right. Be friendly, now."
701,"00:42:01,549","00:42:04,384",This is family. All right?
702,"00:42:04,385","00:42:06,152",Let's go.
703,"00:42:06,153","00:42:09,222",Congrats. You passed the mustard.
704,"00:42:09,223","00:42:12,125",How about we go and get that membership process started?
705,"00:42:12,126","00:42:13,927",- That's it? - That's it.
706,"00:42:13,928","00:42:15,528","<i>Uh, have a seat.</i>"
707,"00:42:15,529","00:42:19,962","Go ahead and, uh, fill these out. Send them to the national headquarters."
708,"00:42:19,963","00:42:21,802","Now, once they send you your membership card,"
709,"00:42:21,803","00:42:25,505",you'll be able to participate in all our programs.
710,"00:42:25,506","00:42:29,175",- Alcoa can't wait. <font color=#ff00ff>- [CHUCKLING]</font> I love those commercials.
711,"00:42:29,176","00:42:33,413","Imperial tax to become a member: ten dollars for the year, $15 chapter fee."
712,"00:42:33,414","00:42:36,115",Robes and hoods are not included. That's extra.
713,"00:42:36,116","00:42:38,998",- Fucking inflation. - I can't thank you brothers enough.
714,"00:42:38,999","00:42:40,487",This means a lot to me.
715,"00:42:40,488","00:42:44,457","- Pleasure's all ours. - You're not a Jew, right? Jews killed Christ."
716,"00:42:44,458","00:42:48,350",- Are you trying to offend me? - Protocol.
717,"00:42:52,433","00:42:57,136","- Course I'm no stinkin' kike. - All right, look, we gotta ask it, is all, but..."
718,"00:42:57,137","00:43:01,508","- he's not a Jew, all right? Satisfied? - Sm... smells kosher to me."
719,"00:43:01,509","00:43:03,810",- Stop fucking around. - I fuck straight.
720,"00:43:03,811","00:43:05,378",- Who you fucking? - Double D!
721,"00:43:05,379","00:43:08,808","All right, both of you, give the man some space. Jesus Christ. Let him breathe a little."
722,"00:43:08,809","00:43:10,216","Ron, let me buy you a beer."
723,"00:43:10,217","00:43:11,217",- Okay. - Come on.
724,"00:43:11,218","00:43:15,288","Sorry about these guys. They're a little, uh, too friendly sometimes."
725,"00:43:15,289","00:43:16,723",<i>They just get excited.</i>
726,"00:43:16,724","00:43:18,324",<font color=#ff00ff>[RON AND WALTER CHUCKLING]</font>
727,"00:43:18,325","00:43:19,325",<i><font color=#FF551>IVANHOE:</font> <font color=#ff00ff>[CHUCKLING]</font> Yeah.</i>
728,"00:43:19,326","00:43:22,161","<i><font color=#FF551>- WALTER:</font> What kind of beer you like? <font color=#FF551>- FLIP:</font> Coors, if you got it.</i>"
729,"00:43:22,802","00:43:25,131",That was interesting.
730,"00:43:25,532","00:43:28,635",Not exactly the Beverly Hillbillies.
731,"00:43:28,636","00:43:33,072",- They liked you. - Except for that Felix guy.
732,"00:43:33,073","00:43:35,909",- Do not ride his bumper like that. - Two car lengths.
733,"00:43:35,910","00:43:39,479",- You think he got a good look at my face? - Probably.
734,"00:43:39,480","00:43:42,171",You get the papers?
735,"00:43:43,150","00:43:46,819","<font color=#ff00ff>- [LAUGHING]</font> They want you to join. - Uh, technically, they want you to join."
736,"00:43:46,820","00:43:47,887",Yeah.
737,"00:43:47,888","00:43:51,858","Yeah, they want a black man to join the Ku Klux Klan. I'd say that's mission impossible."
738,"00:43:51,859","00:43:53,193",- Double success. <font color=#ff00ff>- [FLIP WHISTLES]</font>
739,"00:43:53,194","00:43:57,130","- We're in! - Slow down, brother. Slow down."
740,"00:43:57,131","00:44:00,700",And exactly how much should we be worried about them?
741,"00:44:00,701","00:44:02,767",Enough that we'd like to dig deeper.
742,"00:44:02,768","00:44:05,305","One of the men discussed plans for a possible attack, so..."
743,"00:44:05,306","00:44:07,574",I wouldn't give him that much credit.
744,"00:44:07,575","00:44:10,343",- These guys like to boast. - What kind of attack?
745,"00:44:10,344","00:44:12,145","Uh, Ivan..."
746,"00:44:12,146","00:44:15,214","Ivanhoe said ""boom,"" mentioned something about fireworks."
747,"00:44:15,215","00:44:17,750","But personally, I didn't buy it. I... I doubt they're even capable."
748,"00:44:17,751","00:44:21,854","Either way, at this point, we're looking for full support from the department on this, Sarge."
749,"00:44:21,855","00:44:26,292",Let's move on with the investigation. Let's try to find out if they are capable of anything.
750,"00:44:26,293","00:44:27,827",Okay.
751,"00:44:27,828","00:44:29,463","<i><font color=#FF551>- RON:</font> Thank you, Sarge. - You got it.</i>"
752,"00:44:29,464","00:44:31,497","<font color=#ff00ff>[""BRANDY (YOU'RE A FINE GIRL)"" by Looking Glass plays]</font>"
753,"00:44:31,498","00:44:34,885","When we dropped Brother Kwame off at the airport,"
754,"00:44:34,886","00:44:37,970",he told me that the Black Power movement
755,"00:44:37,971","00:44:42,075",needed strong sisters like me to lead the fight against capitalist oppression
756,"00:44:42,076","00:44:45,211",and the politicians and pigs who perpetuate it.
757,"00:44:45,212","00:44:48,447",His words almost made that whole pig nightmare worthwhile.
758,"00:44:55,722","00:44:59,891",- What's wrong? - What do you mean?
759,"00:44:59,892","00:45:01,783",What's wrong?
760,"00:45:03,497","00:45:07,700",- I don't really use that word. - What word?
761,"00:45:07,701","00:45:10,536","- ""Pigs."" - Well, what else would you call them?"
762,"00:45:10,537","00:45:12,338",Cops.
763,"00:45:12,339","00:45:14,240",Police.
764,"00:45:14,241","00:45:17,277",- Officers. - A bunch of racist cops on a power trip.
765,"00:45:17,278","00:45:19,179","So, you think all cops are racist?"
766,"00:45:19,180","00:45:23,115",It only takes one to pull a trigger on an innocent sister or brother.
767,"00:45:23,116","00:45:25,173",Hmm.
768,"00:45:27,855","00:45:31,258",- Why were you at Brother Kwame's speech? - He's got some good ideas.
769,"00:45:31,259","00:45:36,062","I don't agree with all of them, but he's a smart brother, definitely worth hearing."
770,"00:45:36,063","00:45:38,398",Are you down for the liberation of black people?
771,"00:45:38,399","00:45:42,652",- Do we always have to talk politics? - What's more important?
772,"00:45:42,653","00:45:44,337",Do you ever take time off?
773,"00:45:44,338","00:45:47,807",- No. It's a lifetime job. <font color=#ff00ff>- [RON CHUCKLES]</font>
774,"00:45:47,808","00:45:52,979","Sister Angela Davis, most righteous sister, can we please spend some quality time together?"
775,"00:45:52,980","00:45:57,017","- And what did you say your J-O-B is? - Sister Kathleen Cleaver, I didn't."
776,"00:45:57,018","00:45:58,574",Are you a pig?
777,"00:45:59,253","00:46:00,520",Excuse me?
778,"00:46:00,521","00:46:02,621",Are you a pig?
779,"00:46:02,622","00:46:04,924",- You mean a cop? - Are you a cop?
780,"00:46:04,925","00:46:06,176",No.
781,"00:46:06,177","00:46:10,830","I'm in construction. But more importantly, I'm a black man"
782,"00:46:10,831","00:46:17,136","who wants to get to know a strong, intelligent, beautiful sister."
783,"00:46:17,137","00:46:20,073",The very one I'm looking at right now.
784,"00:46:26,981","00:46:28,648",You dig?
785,"00:46:28,649","00:46:30,483",Sure enough.
786,"00:46:30,484","00:46:32,251",That's what I'm talking about. Power to the people.
787,"00:46:32,252","00:46:33,754",All power to all the people.
788,"00:46:33,755","00:46:36,322","- That's right, sister. - Right on, right on."
789,"00:46:36,323","00:46:38,691",<font color=#ff00ff>[PHONE RINGING]</font>
790,"00:46:38,692","00:46:41,861",- This is Walter. - Ron here.
791,"00:46:41,862","00:46:43,763",This is Ron?
792,"00:46:43,764","00:46:46,967","Sorry, your voice sounds different over the phone."
793,"00:46:46,968","00:46:48,768",Uh... <font color=#ff00ff>[CLEARS THROAT]</font>
794,"00:46:48,769","00:46:52,739",- My allergies... allergies acting up again. - I get those all the time.
795,"00:46:52,740","00:46:56,175","Listen, wanted to tell you that it was a real pleasure to have you swing by."
796,"00:46:56,176","00:46:59,111",I think the brothers really took a liking to you.
797,"00:46:59,112","00:47:00,146",I'm honored.
798,"00:47:00,147","00:47:02,281","If you're free Saturday, why don't you swing by Felix's."
799,"00:47:02,282","00:47:04,450","You can meet the rest of the brotherhood, hmm?"
800,"00:47:04,451","00:47:07,776","- Sounds good to me. - Well, I will see you then."
801,"00:47:08,957","00:47:10,289",<font color=#ff00ff>[EXHALING RHYTHMICALLY]</font>
802,"00:47:10,290","00:47:11,557",I've got a friend.
803,"00:47:11,558","00:47:14,761","He, uh... keeps up with these groups."
804,"00:47:14,762","00:47:20,032","He says they're moving away from the old violent, racist style, so..."
805,"00:47:20,033","00:47:24,071","that's what Duke is peddling now. It's, uh... becoming mainstream."
806,"00:47:24,072","00:47:26,439",- Duke? - David Duke.
807,"00:47:26,440","00:47:28,674",Current Grand Wizard of the Klan.
808,"00:47:28,675","00:47:30,476","But he's always in a three-piece suit,"
809,"00:47:30,477","00:47:35,414","never seen in a hood or robe in public, and he now goes by ""national director""."
810,"00:47:35,415","00:47:39,575",So he's clearly got his sights on higher office.
811,"00:47:40,354","00:47:41,821",- Politics? How so? - Yeah.
812,"00:47:41,822","00:47:45,224",Think it's another way to sell hate.
813,"00:47:45,225","00:47:47,027",- Keep going. - Think about it.
814,"00:47:47,028","00:47:48,962","Affirmative action, immigration,"
815,"00:47:48,963","00:47:51,497","- crime, tax reform. - Hmm."
816,"00:47:51,498","00:47:54,400",He says no one wants to be called a bigot anymore.
817,"00:47:54,401","00:47:56,669",I guess Archie Bunker made that too uncool.
818,"00:47:56,670","00:48:02,909","So the idea is, under all these issues, everyday Americans can accept it,"
819,"00:48:02,910","00:48:06,612","support it, until eventually, one day,"
820,"00:48:06,613","00:48:10,750",he gets somebody in the White House that embodies it.
821,"00:48:10,751","00:48:13,709",<font color=#ff00ff>[LAUGHING]</font> Sarge...
822,"00:48:14,521","00:48:16,089",Come on.
823,"00:48:16,090","00:48:19,625",America would never elect somebody like David Duke
824,"00:48:19,626","00:48:23,185",president of the United States of America.
825,"00:48:24,765","00:48:27,533","Coming from a black man, that's pretty naive."
826,"00:48:27,534","00:48:30,258",<i>Why don't you wake up?</i>
827,"00:48:30,904","00:48:33,361",<font color=#ff00ff>[BIRDS CAWING]</font>
828,"00:48:41,849","00:48:44,272",<font color=#ff00ff>[TRUCK DOOR CLOSES]</font>
829,"00:48:54,795","00:48:55,828",<font color=#ff00ff>[CAMERA CLICKING]</font>
830,"00:48:55,829","00:48:58,220",<font color=#ff00ff>[DOORBELL RINGS]</font>
831,"00:49:00,935","00:49:02,702","Ron, hi."
832,"00:49:02,703","00:49:05,804","I'm Connie, Felix's wife. It's so nice to meet you."
833,"00:49:05,805","00:49:07,195",Oh!
834,"00:49:07,708","00:49:09,676",- Want to come right in? - Sure.
835,"00:49:09,677","00:49:11,677","- Do you mind if I, uh... smoke in there? - Oh, not at all."
836,"00:49:11,678","00:49:14,280","I'm telling you, a war's a-comin'."
837,"00:49:14,281","00:49:16,382",- <i>That'll be the end of the purified white race</i> - They're right inside.
838,"00:49:16,383","00:49:17,951",- Just make yourself right at home. - <i>as we know it.</i>
839,"00:49:17,952","00:49:20,020",<i><font color=#FF551>FELIX:</font> It's time we go on the offensive.</i>
840,"00:49:20,021","00:49:22,956","- <i>We gotta make sure that everybody... <font color=#FF551>- MAN:</font> Hey, man.</i>"
841,"00:49:22,957","00:49:24,792","- Hello. Hey, fellas. - Welcome. Welcome."
842,"00:49:24,793","00:49:26,559","This is Ron, everybody."
843,"00:49:26,560","00:49:27,627",- Mr. Stallworth. - All right.
844,"00:49:27,628","00:49:28,862","- That's, uh, Mike. - Hey, Mike. How are you? Ron."
845,"00:49:28,863","00:49:30,230",- Scott in the back. - Ron. How are you.
846,"00:49:30,231","00:49:31,311",- Jesup. - Hey. How are you?
847,"00:49:31,312","00:49:33,699","- Ron, why don't you have a seat. <font color=#FF551>- CONNIE:</font> Sorry to interrupt,"
848,"00:49:33,700","00:49:36,469",but I brought some cheese dip and crackers. Would you like some?
849,"00:49:36,470","00:49:38,138","- Thanks, honey. <i><font color=#FF551>- FLIP:</font> Thank you.</i>"
850,"00:49:38,139","00:49:40,207",- Walter? - Make 'em remember
851,"00:49:40,208","00:49:43,243",who we are and what we stand for.
852,"00:49:43,244","00:49:45,411",We are the Organization.
853,"00:49:45,412","00:49:48,048","- We have to... - Oh, oh, oh! I read something in ""The Gazette"
854,"00:49:48,049","00:49:51,852",that this nigger named Carmichael held a rally and that some college nigger girl
855,"00:49:51,853","00:49:55,655",from the Baboon Student Union was attacking our police.
856,"00:49:55,656","00:49:58,958","I mean, this girl is dangerous. She's like that Commie, Angela Davis."
857,"00:49:58,959","00:50:01,861",And I just... I think we should shut her mouth.
858,"00:50:01,862","00:50:03,997",Here.
859,"00:50:03,998","00:50:07,255",- I cut the article. - That'll be all.
860,"00:50:10,171","00:50:13,328","Love you, sweetie."
861,"00:50:14,841","00:50:16,742",<font color=#ff00ff>[CLEARS THROAT]</font>
862,"00:50:16,743","00:50:18,644","Someday,"
863,"00:50:18,645","00:50:21,949",you're going to need me to do something for you. Just wait and see.
864,"00:50:21,950","00:50:25,551",And I will be right in here.
865,"00:50:25,552","00:50:27,152","- Why don't we, uh... <font color=#ff00ff>- [DISHES CLATTER]</font>"
866,"00:50:27,153","00:50:29,789","...get back to our bread and butter. Let's talk about the next cross burning,"
867,"00:50:29,790","00:50:33,126","which, Ron, you'll be lucky enough to attend if your membership comes in time."
868,"00:50:33,127","00:50:34,127",It'll be a tremendous honor.
869,"00:50:34,128","00:50:35,795",- The highest hills get the most eyes. - Yeah.
870,"00:50:35,796","00:50:37,596",Prove you can read.
871,"00:50:37,597","00:50:41,534","<i><font color=#FF551>IVANHOE:</font> ""Friday night last week, the Colorado College Black Student Union...""</i>"
872,"00:50:41,535","00:50:43,070","- Hey, Ron. <font color=#ff00ff>- [IVANHOE CLEARS THROAT]</font>"
873,"00:50:43,071","00:50:45,770","- I gotta show you something. - ""...hosted a controversial"
874,"00:50:45,771","00:50:50,776","talk featuring Stokely Carmichael at Bell's Nightingale nightclub."""
875,"00:50:50,777","00:50:52,845","<font color=#ff00ff>[CONTINUING IN OTHER ROOM]</font> <i>""Black Student Union.""</i>"
876,"00:50:52,846","00:50:56,782","<i>""Black Student..."" that go together to you? That sounds fucking weird to me.</i>"
877,"00:50:56,783","00:50:59,152",<font color=#ff00ff>[IVANHOE LAUGHING]</font>
878,"00:50:59,153","00:51:05,258",- Lookie here. - Wow. This is really something.
879,"00:51:05,259","00:51:07,693",Here's my favorite.
880,"00:51:07,694","00:51:10,185",12-gauge.
881,"00:51:10,697","00:51:14,267",- I call this the Jew Killer. <i><font color=#FF551>- FLIP:</font> I call it a Remington Model 1900.</i>
882,"00:51:14,268","00:51:16,291","<font color=#FF551>FELIX:</font> Indeed, it is."
883,"00:51:16,570","00:51:17,770",Okay.
884,"00:51:17,771","00:51:19,006",<font color=#ff00ff>[CLEARS THROAT]</font> We about done here?
885,"00:51:19,007","00:51:22,508","- We got a few more items on the, uh... - Not just yet."
886,"00:51:22,509","00:51:26,101","- Gotta make sure there's no Jew in him. - All right, now you're just being offensive."
887,"00:51:26,102","00:51:29,599",Okay? We're talking about someone who's gonna be our brother in a few months.
888,"00:51:29,600","00:51:33,186",You see a Star of David around his neck? Is there a yarmulke on Ron's head? Hmm?
889,"00:51:33,187","00:51:35,238",Just protocol.
890,"00:51:35,239","00:51:38,191","My house, my rules."
891,"00:51:38,592","00:51:42,652",- This way. - Where we going now?
892,"00:51:43,830","00:51:46,488",<i><font color=#FF551>FELIX:</font> I gotta show you something.</i>
893,"00:51:47,035","00:51:49,869","- Tough titty. - It's not necessary, Felix."
894,"00:51:49,870","00:51:52,293",This is how we lose recruits.
895,"00:51:54,408","00:51:57,633",<i><font color=#FF551>FELIX:</font> You are going to take this lie detector test.</i>
896,"00:51:58,745","00:52:01,747",- Take a seat. - What is this? Is this your Jew den?
897,"00:52:01,748","00:52:03,416","Is this where you make your candles,"
898,"00:52:03,417","00:52:05,185","- you know, and your lampshades? <font color=#ff00ff>- [BANGING AT DOOR]</font>"
899,"00:52:05,186","00:52:09,389","- Nah, you're gonna take this lie detector test. <i><font color=#FF551>- WALTER:</font> Open the damn door.</i>"
