number_of_dialog,start_time,end_time,dialog
1765,"01:53:43,987","01:53:45,045","Thank you, Stephen."
1766,"01:53:45,436","01:53:46,668","You're welcome, Calvin."
1767,"01:53:52,076","01:53:54,078",Where you getting all this?
1768,"01:53:55,438","01:53:58,772","Why would they go through all that trouble for a nigger with a chewed up back,"
1769,"01:53:58,773","01:54:00,199",ain't worth $300?
1770,"01:54:00,355","01:54:03,757",They doing it because that nigger Django's in love with Hilda.
1771,"01:54:04,450","01:54:05,747",She probably his wife.
1772,"01:54:06,454","01:54:10,389","Now, why that German gives a fuck who that uppity son of a bitch is in love with,"
1773,"01:54:10,390","01:54:12,177",I'm sure I don't know.
1774,"01:54:14,933","01:54:16,603",If she's who they want...
1775,"01:54:17,477","01:54:18,843",why this whole...
1776,"01:54:19,128","01:54:21,773","snake oil pitch about Mandingos, then?"
1777,"01:54:22,065","01:54:25,094",You would not pay no never mind to no $300.
1778,"01:54:25,893","01:54:27,573","But that 12,000?"
1779,"01:54:28,709","01:54:30,648","That made you real friendly, now, didn't it?"
1780,"01:54:33,785","01:54:35,173","Yes, it did."
1781,"01:54:38,954","01:54:40,018",His wife?
1782,"01:54:44,703","01:54:46,205","If it had been a snake,"
1783,"01:54:46,987","01:54:48,231",it would have bit me.
1784,"01:54:51,653","01:54:53,325",Those lying...
1785,"01:54:54,364","01:54:56,411",goddamn time...
1786,"01:54:56,682","01:54:59,916",wasting sons of bitches.
1787,"01:55:02,355","01:55:03,523",Sons of bitches!
1788,"01:55:04,148","01:55:05,126","Out of New Orleans,"
1789,"01:55:05,127","01:55:08,723",so I have quite a bit of practice with theater types.
1790,"01:55:10,309","01:55:11,449","Oh, there you are."
1791,"01:55:12,049","01:55:14,843",I was beginning to think that you and that old crow run off together.
1792,"01:55:16,529","01:55:18,479","That'd be a hell of a note, would not it?"
1793,"01:55:19,357","01:55:20,115","Lara Lee,"
1794,"01:55:20,491","01:55:22,146",I was just looking out the big window.
1795,"01:55:22,165","01:55:24,152",Billy Crash is out there dealing with some...
1796,"01:55:24,348","01:55:25,341",shady slaver
1797,"01:55:25,343","01:55:26,772",trying to sell a passel of ponies.
1798,"01:55:26,774","01:55:29,672","Would you be a dear, go out there and give them gals an eyeball?"
1799,"01:55:30,672","01:55:31,942","Of course, brother."
1800,"01:55:31,943","01:55:32,924","Thank you, darling."
1801,"01:55:45,875","01:55:47,023",Yeah.
1802,"01:55:47,173","01:55:48,877",Business never sleeps.
1803,"01:55:51,779","01:55:52,734","Apropos,"
1804,"01:55:53,380","01:55:54,878","before your exit,"
1805,"01:55:55,097","01:55:59,189",we were discussing the possibility of my purchasing Broomhilda.
1806,"01:55:59,202","01:56:00,085",Ah yes.
1807,"01:56:00,511","01:56:01,766","Yes, we were, doctor."
1808,"01:56:02,224","01:56:04,351",And we will again. In a moment.
1809,"01:56:20,725","01:56:22,418",Who's your little friend?
1810,"01:56:27,732","01:56:28,987",This is Ben.
1811,"01:56:30,734","01:56:32,262",He's a old Joe that...
1812,"01:56:32,743","01:56:34,894",lived around here for a long time.
1813,"01:56:35,841","01:56:37,634",And I do mean a long damn time.
1814,"01:56:39,526","01:56:40,659","Old Ben here,"
1815,"01:56:41,358","01:56:42,910",took care of my daddy...
1816,"01:56:43,873","01:56:45,504",and my daddy's daddy.
1817,"01:56:46,286","01:56:48,455",Till he up and keeled over one day.
1818,"01:56:51,506","01:56:53,174",Old Ben took care of me.
1819,"01:56:55,760","01:56:57,366",Growing up the son of a...
1820,"01:56:57,601","01:57:00,006",a huge plantation owner in Mississippi
1821,"01:57:00,050","01:57:03,517",puts a white man in contact with a whole lotta...
1822,"01:57:04,358","01:57:05,580",black faces.
1823,"01:57:07,495","01:57:09,106","I spent my whole life here,"
1824,"01:57:09,606","01:57:10,562","right here,"
1825,"01:57:11,226","01:57:12,321","in Candyland,"
1826,"01:57:13,945","01:57:15,052","surrounded,"
1827,"01:57:15,826","01:57:17,505",by black faces.
1828,"01:57:19,786","01:57:22,574","Now, seeing them every day, day in, day out,"
1829,"01:57:23,424","01:57:25,129",I only had one question.
1830,"01:57:29,274","01:57:30,369",Why don't they kill us?
1831,"01:57:34,581","01:57:36,707","Now, right out there on that porch,"
1832,"01:57:37,343","01:57:39,491","three times a week for 50 years,"
1833,"01:57:39,999","01:57:41,182","Old Ben here,"
1834,"01:57:41,710","01:57:44,120",would shave my daddy with a straight razor.
1835,"01:57:45,260","01:57:45,930","Now,"
1836,"01:57:46,230","01:57:47,293","if I was Old Ben,"
1837,"01:57:47,625","01:57:50,216",I woulda cut my daddy's goddamn throat
1838,"01:57:50,439","01:57:53,590","and it would not have taken me no 50 years to do it, neither."
1839,"01:57:56,411","01:57:57,517",But he never did.
1840,"01:57:59,735","01:58:00,683",Why not?
1841,"01:58:02,201","01:58:03,041","You see,"
1842,"01:58:03,946","01:58:05,996",the science of phrenology
1843,"01:58:07,165","01:58:09,041",is crucial to understanding
1844,"01:58:09,634","01:58:12,253",the separation of our two species.
1845,"01:58:14,088","01:58:16,478","In the skull of the African here,"
1846,"01:58:18,092","01:58:20,496","the area associated with submissiveness,"
1847,"01:58:20,636","01:58:22,563",is larger than any human or
1848,"01:58:22,564","01:58:25,767",any other subhuman species on planet Earth.
1849,"01:58:41,769","01:58:43,054",If you examine...
1850,"01:58:44,619","01:58:46,788",this piece of skull here...
1851,"01:58:53,085","01:58:54,198","you will notice,"
1852,"01:58:54,566","01:58:57,039",three distinct dimples.
1853,"01:59:00,259","01:59:01,194","Here,"
1854,"01:59:01,934","01:59:02,641","here,"
1855,"01:59:03,078","01:59:03,858",and here.
1856,"01:59:04,305","01:59:05,007",Now...
1857,"01:59:05,653","01:59:07,588",if I was holding the skull of an
1858,"01:59:07,983","01:59:10,298","Isaac Newton or Galileo,"
1859,"01:59:10,880","01:59:14,796",these three dimples would be found in the area of the skull most associated with...
1860,"01:59:15,511","01:59:16,543",creativity.
1861,"01:59:17,549","01:59:18,940",But this is the skull of Old Ben.
1862,"01:59:20,126","01:59:21,676","And in the skull of Old Ben,"
1863,"01:59:22,156","01:59:24,035","unburdened by genius,"
1864,"01:59:24,617","01:59:28,650",these three dimples exist in the area of the skull most associated with...
1865,"01:59:29,914","01:59:30,974",servility.
1866,"01:59:32,588","01:59:33,595","Now, Bright Boy."
1867,"01:59:34,919","01:59:36,845",I will admit you are pretty clever.
1868,"01:59:39,799","01:59:41,623",But if I took this hammer here...
1869,"01:59:44,018","01:59:45,955",and I bashed in your skull with it...
1870,"01:59:47,402","01:59:49,689","you would have the same three dimples,"
1871,"01:59:50,478","01:59:52,227","in the same place,"
1872,"01:59:53,688","01:59:54,921",as Old Ben.
1873,"01:59:56,416","01:59:57,611",Hey!
1874,"01:59:57,752","01:59:59,889",Now lay your palms flat on that tabletop!
1875,"02:00:00,274","02:00:03,231","If you lift those palms off that turtle shell tabletop,"
1876,"02:00:03,389","02:00:05,955",Mr. Pooch is gonna let loose with both barrels of that sawed-off.
1877,"02:00:07,878","02:00:10,951","There have been a lot of lies said around this dinner table here tonight,"
1878,"02:00:11,097","02:00:12,624",but that you can believe!
1879,"02:00:13,826","02:00:14,595","Mr. Moguy,"
1880,"02:00:15,004","02:00:16,619",would you be so kind as to collect the pistol
1881,"02:00:16,621","02:00:18,119",hanging off these boys' hips here?
1882,"02:00:23,591","02:00:24,897",Thank you ever so much.
1883,"02:00:25,077","02:00:25,894",Doctor.
1884,"02:00:30,604","02:00:31,496",Where were we?
1885,"02:00:36,365","02:00:37,539",Jackass.
1886,"02:00:41,686","02:00:42,675",Ah yes.
1887,"02:00:43,556","02:00:44,592","I do believe,"
1888,"02:00:44,757","02:00:46,154","you were just getting ready to make me,"
1889,"02:00:46,173","02:00:48,104",a proposition to buy Broomhilda.
1890,"02:00:48,870","02:00:49,815",Am I right?
1891,"02:00:54,165","02:00:55,056",Right.
1892,"02:00:58,075","02:00:59,018",Bring out Hilda!
1893,"02:01:02,344","02:01:03,588",Get over there yonder.
1894,"02:01:05,176","02:01:07,428",Sit your ass in that goddamn...
1895,"02:01:07,595","02:01:08,995",Lay your hand flat on that tabletop.
1896,"02:01:09,013","02:01:10,390",Now shut your mouth!
1897,"02:01:14,852","02:01:15,870","Dr. Schultz,"
1898,"02:01:16,444","02:01:17,438","in Greenville,"
1899,"02:01:17,605","02:01:19,036","you yourself said,"
1900,"02:01:19,442","02:01:20,584","that for the right nigger,"
1901,"02:01:20,586","02:01:24,509",you'd be willing to pay what some may consider is a ridiculous amount.
1902,"02:01:25,312","02:01:26,540","To which me myself said,"
1903,"02:01:26,845","02:01:28,578",What is your definition of ridiculous?
1904,"02:01:28,580","02:01:29,621","To which you said,"
1905,"02:01:30,261","02:01:32,203","$12,000."
1906,"02:01:33,210","02:01:34,334","Now considering,"
1907,"02:01:34,501","02:01:36,874","you all have ridden a whole lot of miles,"
1908,"02:01:37,204","02:01:38,618","went through a whole lot of trouble,"
1909,"02:01:39,090","02:01:41,380",and done spread a whole lot of bull
1910,"02:01:41,435","02:01:43,754","to purchase this lovely lady right here,"
1911,"02:01:43,756","02:01:45,769","it would appear that Broomhilda,"
1912,"02:01:45,871","02:01:46,931","is in fact,"
1913,"02:01:47,350","02:01:49,089",the right nigger.
1914,"02:01:50,279","02:01:52,826","And if you all want to leave Candyland with Broomhilda,"
1915,"02:01:54,075","02:01:55,349",the price...
1916,"02:01:55,931","02:01:59,273","is $12,000."
1917,"02:01:59,801","02:02:03,602",And I take it you prefer the take it or leave it style of negotiation?
1918,"02:02:05,653","02:02:06,927","Yes, I do doctor."
1919,"02:02:08,170","02:02:10,589","You see, under the laws of Chickasaw County,"
1920,"02:02:11,200","02:02:12,522","Broomhilda here,"
1921,"02:02:12,795","02:02:14,185",is my property.
1922,"02:02:14,912","02:02:16,866","And I can choose to do,"
1923,"02:02:16,999","02:02:18,233","with my property,"
1924,"02:02:18,348","02:02:19,982",whatever I so desire!
1925,"02:02:21,252","02:02:23,328",And if you all think my price...
1926,"02:02:24,388","02:02:25,958","for this nigger here,"
1927,"02:02:25,960","02:02:27,088",is too steep...
1928,"02:02:28,104","02:02:30,347",what I'm gonna desire to do is...
1929,"02:02:34,572","02:02:36,242","take this goddamn hammer here,"
1930,"02:02:36,243","02:02:37,789",and beat her ass to death with it!
1931,"02:02:37,791","02:02:40,242","Right in front of both you all! Easy, big fella."
1932,"02:02:40,244","02:02:42,448",Then we can examine the three dimples
1933,"02:02:42,661","02:02:44,442",inside Broomhilda's skull!
1934,"02:02:44,875","02:02:45,816","Now,"
1935,"02:02:46,273","02:02:47,716","what's it gonna be, doc?"
1936,"02:02:49,190","02:02:50,687",What's it gonna be?
1937,"02:02:50,689","02:02:54,064",May I lift the hands off the tabletop in order to remove my billfold?
1938,"02:02:55,536","02:02:56,727","Yes, you may."
1939,"02:03:10,579","02:03:11,954",That 12.
1940,"02:03:15,624","02:03:17,051",Sold!
1941,"02:03:18,214","02:03:20,744",To the man with the exceptional beard
1942,"02:03:21,050","02:03:23,904",and his unexceptional nigger.
1943,"02:03:29,975","02:03:31,822","Mr. Moguy. Yes, Calvin?"
1944,"02:03:32,978","02:03:36,104","Will you make these gentlemen a receipt for $12,000, please?"
1945,"02:03:36,313","02:03:37,788","$12,000."
1946,"02:03:41,272","02:03:43,394",It was a pleasure doing business with you all.
1947,"02:03:44,043","02:03:45,156","Now gentlemen,"
1948,"02:03:47,004","02:03:48,881",if you care to join me in the parlor...
1949,"02:03:49,840","02:03:51,987",we will be serving white cake.
1950,"02:05:20,639","02:05:21,902","Well done, Calvin."
1951,"02:05:24,490","02:05:25,341",Excuse me.
1952,"02:05:26,169","02:05:27,357","Excuse me, ma'am?"
1953,"02:05:28,814","02:05:30,668",Could you please stop playing Beethoven?
1954,"02:05:31,254","02:05:32,912",Take your hands off the harp!
1955,"02:05:36,739","02:05:37,919",Doctor!
1956,"02:05:38,580","02:05:40,889","Doctor, you can't go in there! Stephen."
1957,"02:05:40,932","02:05:42,210",Stephen. He ain't got no business going in there.
1958,"02:05:42,226","02:05:43,054",Let it be.
1959,"02:05:43,788","02:05:45,539","He's just a little upset, that's all."
1960,"02:05:46,080","02:05:47,158",I'll handle this.
1961,"02:06:13,188","02:06:14,118",White cake?
1962,"02:06:15,356","02:06:17,387","I don't go in for sweets, thank you."
1963,"02:06:27,623","02:06:29,905",You brooding about me getting the best of you?
1964,"02:06:31,153","02:06:35,566","Actually, I was thinking of that poor devil you fed to the dogs today."
1965,"02:06:35,994","02:06:37,111",D'Artagnan.
1966,"02:06:38,693","02:06:41,451",And I was wondering what Dumas would make of all this.
1967,"02:06:42,655","02:06:43,537",Come again?
1968,"02:06:47,297","02:06:48,706",Alexandre Dumas.
1969,"02:06:48,707","02:06:50,772",He wrote The Three Musketeers.
1970,"02:06:51,556","02:06:52,856","Yes, of course, doctor."
1971,"02:06:53,188","02:06:55,075",I figured you must be an admirer.
1972,"02:06:55,115","02:06:56,343","You named your slave,"
1973,"02:06:56,344","02:06:58,581",after his novel's lead character.
1974,"02:06:59,738","02:07:03,322","Now if, Alexandre Dumas had been there today,"
1975,"02:07:03,324","02:07:05,075",I wonder what he would have made of it.
1976,"02:07:07,563","02:07:08,950",You doubt he'd approve?
1977,"02:07:11,250","02:07:12,209",Yes.
1978,"02:07:12,210","02:07:16,144",His approval would be a dubious proposition at best.
1979,"02:07:18,903","02:07:20,291",Soft-hearted Frenchie.
1980,"02:07:22,581","02:07:24,364",Alexandre Dumas is black.
1981,"02:07:28,684","02:07:30,501",Are these Broomhilda's papers?
1982,"02:07:30,667","02:07:31,528","Yes, they are."
1983,"02:07:31,559","02:07:32,375",May I?
1984,"02:07:32,493","02:07:33,344",Of course.
1985,"02:07:33,472","02:07:34,237",Thank you.
1986,"02:07:37,096","02:07:40,104","That is her bill of sale, her ownership history,"
1987,"02:07:40,106","02:07:42,031","and of course, her freedom papers, doctor."
1988,"02:07:42,462","02:07:44,598",Would you have ink and pen for me?
1989,"02:07:45,869","02:07:48,230",Right over there on that little table. Thank you.
1990,"02:08:09,892","02:08:11,004",Thank you.
1991,"02:08:14,977","02:08:16,713",Broomhilda Von Shaft...
1992,"02:08:19,460","02:08:21,315",consider yourself a free woman.
1993,"02:08:33,766","02:08:35,336",Mr. Candie...
1994,"02:08:37,461","02:08:38,567","normally,"
1995,"02:08:39,387","02:08:41,118",I would say auf Wiedersehen.
1996,"02:08:41,699","02:08:45,886",But since what auf Wiedersehen actually means is till I see you again
1997,"02:08:46,536","02:08:48,716","and since I never wish to see you again,"
1998,"02:08:48,717","02:08:49,795","to you sir,"
1999,"02:08:50,483","02:08:52,859","I say, goodbye."
2000,"02:08:57,106","02:08:58,019",Let's go.
2001,"02:08:59,412","02:09:00,501",Come on.
2002,"02:09:03,095","02:09:04,720","One more moment, doctor!"
2003,"02:09:06,870","02:09:07,716",What?
2004,"02:09:12,504","02:09:14,456","It's a custom here in the South,"
2005,"02:09:15,310","02:09:18,499","once a business deal is concluded that the two parties,"
2006,"02:09:19,124","02:09:20,118",shake hands.
2007,"02:09:21,482","02:09:22,884",It implies good faith.
2008,"02:09:23,644","02:09:25,873",I'm not from the South. But you are...
2009,"02:09:26,780","02:09:28,205","in my house, doctor."
2010,"02:09:29,928","02:09:31,491",So I'm afraid I must insist.
2011,"02:09:31,762","02:09:32,574",Insist?
2012,"02:09:33,027","02:09:33,806",On what?
2013,"02:09:34,278","02:09:35,234",That I shake your hand?
2014,"02:09:35,236","02:09:38,531","Oh, then I'm afraid I must insist in the opposite direction."
2015,"02:09:39,134","02:09:40,582",You know what I think you are?
2016,"02:09:40,903","02:09:42,262",What you think I am?
2017,"02:09:42,264","02:09:43,588","No, I don't."
2018,"02:09:45,571","02:09:47,498",I think you are a bad loser.
2019,"02:09:48,049","02:09:50,784",And I think you're an abysmal winner.
2020,"02:09:51,240","02:09:52,453","Nevertheless,"
2021,"02:09:53,117","02:09:55,914","here in Chickasaw County a deal, ain't done..."
2022,"02:09:56,510","02:09:58,784",until the two parties have shook hands.
2023,"02:09:59,593","02:10:02,429","Even after all that paper signing, don't mean shit..."
2024,"02:10:03,496","02:10:04,465",you...
2025,"02:10:05,008","02:10:06,498",don't shake my hand.
2026,"02:10:07,936","02:10:10,794","If I don't shake your hand,"
2027,"02:10:11,266","02:10:13,328","you're gonna throw away $12,000?"
2028,"02:10:13,932","02:10:15,195",I don't think so.
2029,"02:10:16,926","02:10:17,904",Mr. Pooch?
2030,"02:10:19,837","02:10:23,637","If she tries to leave here before this nigger-loving German shakes my hand,"
2031,"02:10:24,615","02:10:25,843",you cut her ass down.
2032,"02:10:48,403","02:10:51,181",You really want me to shake your hand?
2033,"02:10:53,251","02:10:54,567",I insist.
2034,"02:10:56,133","02:10:57,911",If you insist.
2035,"02:11:15,336","02:11:18,038",No! Calvin!
2036,"02:11:19,122","02:11:21,166",Calvin!
2037,"02:11:27,047","02:11:27,972",I'm sorry.
2038,"02:11:28,355","02:11:29,604",I couldn't resist.
2039,"02:11:41,812","02:11:43,824",Nigger's gone crazy! Help!
2040,"02:11:44,147","02:11:45,980","Help, he's killing everyone!"
2041,"02:12:03,093","02:12:03,975",Holy!
2042,"02:12:04,738","02:12:06,598",Shit! Son of a bitch!
2043,"02:12:10,674","02:12:11,883",Damn it! Fucking!
2044,"02:12:12,437","02:12:13,302",Get the...
2045,"02:12:16,458","02:12:18,151","Damn it, son of a bitch!"
2046,"02:12:18,254","02:12:19,321",What? Fucking...
2047,"02:12:19,725","02:12:21,176",Goddamn it!
2048,"02:12:22,613","02:12:25,082",What the fuck is going on?
2049,"02:12:26,037","02:12:27,333",You shot me!
2050,"02:12:27,437","02:12:30,184","You stupid son of a bitch! Sorry, Jessie!"
2051,"02:12:30,764","02:12:34,656",Who the fuck gave a nigger a goddamn gun?
2052,"02:13:04,858","02:13:05,595",Aim low!
2053,"02:13:08,479","02:13:09,983",Nigger! Gonna kill!
2054,"02:13:10,979","02:13:12,299",Oh God!
2055,"02:13:12,455","02:13:13,276","Oh, my God!"
2056,"02:13:14,551","02:13:15,837",Motherfucker!
2057,"02:13:24,482","02:13:25,177",Shit!
2058,"02:14:22,456","02:14:22,992",Shit.
2059,"02:14:35,485","02:14:36,903",Hold your fire!
2060,"02:14:40,323","02:14:41,825",Hold your fire!
2061,"02:14:43,744","02:14:45,503","Stop shooting, goddamn it!"
2062,"02:14:54,515","02:14:55,561",Django!
2063,"02:14:56,438","02:14:57,269",What?
2064,"02:15:00,533","02:15:01,843",We got your woman!
2065,"02:15:03,593","02:15:06,491",Billy Crash here got his pistol upside her head.
2066,"02:15:07,117","02:15:09,003","You don't stop all that carrying on,"
2067,"02:15:09,305","02:15:11,390",he gonna blow her goddamn brains out.
2068,"02:15:12,063","02:15:13,779","And that ain't no threat, horse boy."
2069,"02:15:14,736","02:15:15,937",That there is a promise.
2070,"02:15:17,652","02:15:18,527",Or...
2071,"02:15:19,231","02:15:20,305","you can give up,"
2072,"02:15:20,766","02:15:22,017",throw your gun out...
2073,"02:15:23,266","02:15:24,445",we won't kill Hilda.
2074,"02:15:24,619","02:15:25,608",Horseshit!
2075,"02:15:25,860","02:15:28,955","Honest lnjun, Django. I swear before God."
2076,"02:15:30,290","02:15:31,431","You give up,"
2077,"02:15:32,377","02:15:34,703",ain't no harm gonna come to her.
2078,"02:15:36,537","02:15:38,475",And I'm supposed to believe your black ass?
2079,"02:15:38,965","02:15:42,031","Personally, I don't give a good goddamn what you believe or don't believe!"
2080,"02:15:42,110","02:15:45,258","I believe if you don't give up in the next ten seconds,"
2081,"02:15:45,289","02:15:47,116",we gonna blow this bitch's brains out!
2082,"02:15:47,374","02:15:48,791",Believe that!
2083,"02:15:51,186","02:15:52,439",Don't do it.
2084,"02:15:53,406","02:15:54,620",You give me up.
2085,"02:15:55,006","02:15:56,855",Six! Just let me go.
2086,"02:15:57,186","02:15:58,730",Seven! They got too much.
2087,"02:15:58,961","02:16:00,308",Django. Eight!
2088,"02:16:00,767","02:16:01,788",I love you.
2089,"02:16:02,300","02:16:03,158",Nine!
2090,"02:16:03,420","02:16:04,290",Hold it!
2091,"02:16:04,658","02:16:05,429",No.
2092,"02:16:07,466","02:16:08,321",I give up.
2093,"02:16:09,690","02:16:11,885","I can't hear you, nigger."
2094,"02:16:12,689","02:16:14,543","I said, I give up!"
2095,"02:16:38,430","02:16:39,287",No!
2096,"02:16:42,272","02:16:42,967",No!
2097,"02:18:15,108","02:18:17,165","Cock-a-doodle-do, nigger."
2098,"02:18:22,586","02:18:24,150",So you all bounty hunters?
2099,"02:18:25,548","02:18:28,047",I knew there was something fishy about you all.
2100,"02:18:29,513","02:18:31,251",We found your wanted posters...
2101,"02:18:32,097","02:18:34,031",and book of figures in your saddlebags.
2102,"02:18:36,006","02:18:37,227",I got to say...
2103,"02:18:38,416","02:18:40,929",I ain't never heard of no black bounty hunter before.
2104,"02:18:41,655","02:18:44,699",Black boy paid to kill white men? How'd you like that line of work?
2105,"02:18:45,782","02:18:47,963",Probably pretty good while it lasted?
2106,"02:18:58,191","02:18:59,975","Time to say good night to them nuts, blackie."
2107,"02:19:00,554","02:19:01,437",On three.
2108,"02:19:01,733","02:19:02,542",One.
2109,"02:19:03,996","02:19:04,874",I got you.
2110,"02:19:05,367","02:19:06,022",Two.
2111,"02:19:07,114","02:19:09,042","Calm down, now, here it comes."
2112,"02:19:09,894","02:19:10,918",Captain?
2113,"02:19:11,884","02:19:13,359",Miss Lara want to see you.
2114,"02:19:14,736","02:19:17,501",Something to do with the Old Man's funeral.
2115,"02:19:18,747","02:19:22,057","Oh, and she changed her mind about snipping Django."
2116,"02:19:23,334","02:19:25,930",She gonna give him to the LeQuint Dickey people.
2117,"02:19:27,917","02:19:29,922","Well, she didn't waste a minute telling me."
2118,"02:19:37,123","02:19:38,594",How disappointing.
2119,"02:20:01,937","02:20:02,859",You leaving.
2120,"02:20:05,140","02:20:06,201","This here,"
2121,"02:20:06,741","02:20:07,898",what you take with you.
2122,"02:20:11,463","02:20:15,229",Your black ass has been all them motherfuckers at The Big House
2123,"02:20:15,231","02:20:17,645",could talk about for the last few hours.
2124,"02:20:18,676","02:20:22,498",Seem like white folk ain't never had a bright idea in they life
2125,"02:20:22,522","02:20:25,001",was coming up with all kinds of ways to kill your ass.
2126,"02:20:25,290","02:20:30,070","Now mind you, most of them ideas had to do with fucking with your fun parts."
2127,"02:20:30,888","02:20:31,597","Now,"
2128,"02:20:31,661","02:20:32,923","that may seem,"
2129,"02:20:33,119","02:20:34,527","like a good idea,"
2130,"02:20:34,785","02:20:36,004","but truth is,"
2131,"02:20:37,876","02:20:40,403","when you snip a nigger's nuts,"
2132,"02:20:40,427","02:20:42,484","most of them bleed out in, oh, about..."
2133,"02:20:43,696","02:20:44,560",seven minutes.
2134,"02:20:44,562","02:20:45,518",Most of them.
2135,"02:20:46,356","02:20:47,070","Well,"
2136,"02:20:48,331","02:20:49,526",more than most.
2137,"02:20:50,400","02:20:51,652",Then I says.
2138,"02:20:53,444","02:20:55,052",Shitfire.
2139,"02:20:56,421","02:20:58,720",The niggers we sell to LeQuint Dickey
2140,"02:20:58,721","02:21:00,286",got it worse than that.
2141,"02:21:01,463","02:21:02,822",And they still saying.
2142,"02:21:02,823","02:21:04,263",Let's whip him to death.
2143,"02:21:04,482","02:21:07,502",Or Throw him to the Mandingos. Feed him to Stonesipher's dogs.
2144,"02:21:07,827","02:21:08,782",And I said.
2145,"02:21:09,001","02:21:10,880",What's so special about that?
2146,"02:21:11,306","02:21:13,174",We do that shit all the time.
2147,"02:21:13,404","02:21:14,535",Hell's bells.
2148,"02:21:14,536","02:21:17,310","The niggers we sell to LeQuint Dickey,"
2149,"02:21:17,732","02:21:19,361",got it worse than that.
2150,"02:21:20,604","02:21:22,848","Lo and behold,"
2151,"02:21:23,389","02:21:24,716","out of nowhere,"
2152,"02:21:24,717","02:21:27,369","Miss Lara come up with the bright idea,"
2153,"02:21:28,387","02:21:31,531",of giving your ass to the LeQuint Dickey Mining Company.
2154,"02:21:34,419","02:21:35,628","And as a slave,"
2155,"02:21:36,418","02:21:38,495","of the LeQuint Dickey Mining Company,"
2156,"02:21:39,571","02:21:40,623","henceforth,"
2157,"02:21:41,104","02:21:42,512","till the day you die,"
2158,"02:21:43,297","02:21:45,821","all day, every day,"
2159,"02:21:46,547","02:21:48,603","you will be swinging a sledgehammer,"
2160,"02:21:49,535","02:21:51,126","turning big rocks,"
2161,"02:21:51,833","02:21:53,264",into little rocks.
2162,"02:21:54,606","02:21:55,740","Now, when you get there,"
2163,"02:21:56,314","02:21:58,237","they gonna take away your name,"
2164,"02:21:59,094","02:22:00,245","give you a number,"
2165,"02:22:00,246","02:22:01,597","and a sledgehammer,"
2166,"02:22:02,214","02:22:03,942","and say, get to work!"
2167,"02:22:04,910","02:22:07,285","One word of sass, they cuts out your tongue."
2168,"02:22:07,480","02:22:09,366",And they good at it too. You won't bleed out.
2169,"02:22:09,854","02:22:12,545",They does that real good.
2170,"02:22:13,619","02:22:14,775",They gonna work ya.
2171,"02:22:15,429","02:22:17,625","All day, every day,"
2172,"02:22:18,331","02:22:19,600",till your back give out.
2173,"02:22:20,623","02:22:23,036","Then they're gonna hit you in the head with a hammer,"
2174,"02:22:23,203","02:22:24,987",throw your ass down the nigger hole.
2175,"02:22:26,109","02:22:27,169",And that...
2176,"02:22:27,789","02:22:30,937","will be the story of you, Django."
2177,"02:23:10,208","02:23:12,402","And what's the golden rule, Frankie?"
2178,"02:23:12,835","02:23:14,705",You don't root abos.
2179,"02:23:19,717","02:23:21,009","Hey, white boy."
2180,"02:23:22,720","02:23:24,299","I said, hey, white boy."
2181,"02:23:25,719","02:23:26,747","Shut up, black."
2182,"02:23:26,748","02:23:28,142",You ain't got nothing to say I want to hear.
2183,"02:23:28,184","02:23:30,240","How'd you like to make $11,000?"
2184,"02:23:30,770","02:23:31,776","Do what, now?"
2185,"02:23:32,253","02:23:35,095","I said how'd you like to make $11,000?"
2186,"02:23:35,938","02:23:38,067","$11,500, actually."
2187,"02:23:38,477","02:23:40,029",What the fuck are you talking about?
2188,"02:23:40,511","02:23:42,249","Back there at that plantation, Candyland,"
2189,"02:23:42,846","02:23:45,315","there was an $11,500 fortune,"
2190,"02:23:45,440","02:23:46,399",just sitting there.
2191,"02:23:46,572","02:23:47,959",And you all rode right past it.
2192,"02:23:48,830","02:23:50,668","You be damned blackie, we're not bandits."
2193,"02:23:50,731","02:23:51,748",I ain't saying that.
2194,"02:23:51,832","02:23:53,311","Nice thing about this fortune,"
2195,"02:23:53,819","02:23:54,874",is it ain't illegal.
2196,"02:23:55,307","02:23:56,370",You can't steal it.
2197,"02:23:57,076","02:23:58,366","You got to earn it, white boy."
2198,"02:23:59,463","02:24:01,301","You got something to say, mate, you say it."
2199,"02:24:01,679","02:24:03,532","The $11,500 fortune"
2200,"02:24:03,533","02:24:04,900",waiting for you back at Candyland
2201,"02:24:05,011","02:24:07,303",is in the form of a Wanted Dead or Alive bounty
2202,"02:24:07,476","02:24:09,696",on Smitty Bacall and the Bacall Gang.
2203,"02:24:09,829","02:24:11,496",Who the fuck is Smitty Bacall?
2204,"02:24:11,498","02:24:14,714","Smitty Bacall is the leader of this murderous gang of stagecoach robbers,"
2205,"02:24:15,081","02:24:16,316",the Bacall Gang.
2206,"02:24:16,685","02:24:19,736","There's a seven thousand dollars Wanted Dead or Alive bounty on him,"
2207,"02:24:20,066","02:24:22,886",One thousand five hundred dollars for each of his three accomplices.
2208,"02:24:23,618","02:24:24,678","Dandy Michaels,"
2209,"02:24:25,345","02:24:26,526","Gerald Nash,"
2210,"02:24:26,969","02:24:28,930",and Crazy Craig Koons.
2211,"02:24:29,704","02:24:31,122","Now all four of them gentlemen,"
