number_of_dialog,start_time,end_time,dialog
912,"01:01:49,175","01:01:51,116","ma petite femme noire. <font color=""#00ffff""><i>my little black woman.</i></font>"
913,"01:01:51,263","01:01:53,715",We're here to see Mr. Calvin Candie.
914,"01:01:54,109","01:01:55,528",Entraz.
915,"01:01:58,049","01:01:59,509",Thank you.
916,"01:02:00,551","01:02:02,462",You want me to play a black slaver?
917,"01:02:03,570","01:02:05,357",Ain't nothing lower than a black slaver.
918,"01:02:06,337","01:02:09,252",A black slaver is lower than the head house nigger...
919,"01:02:10,443","01:02:12,146","and buddy, that's pretty fucking low."
920,"01:02:13,791","01:02:15,675",Then play him that way.
921,"01:02:15,733","01:02:17,574",Give me your...
922,"01:02:17,887","01:02:19,730",black slaver.
923,"01:02:22,448","01:02:25,892",â™ª <i>Along came the 219. Toot! Toot!</i> â™ª
924,"01:02:25,893","01:02:27,412",â™ª <i>Peanut butter!</i> â™ª
925,"01:02:31,165","01:02:32,881",Dr. Schultz!
926,"01:02:33,209","01:02:34,856",Good to see you again!
927,"01:02:34,857","01:02:36,421",Mr. Moguy.
928,"01:02:36,519","01:02:39,653",Thank you for your assistance in creating the opportunity
929,"01:02:39,690","01:02:41,989","for this appointment. Nonsense, it's my job."
930,"01:02:42,611","01:02:45,558",So this is the One-Eyed Charley I've heard so much about.
931,"01:02:45,560","01:02:47,858","Yes, this is Django Freeman."
932,"01:02:48,245","01:02:50,902","Django, this is Mr. Candie's lawyer, Leonide Moguy."
933,"01:02:51,088","01:02:52,638",Just call me Leo.
934,"01:02:53,062","01:02:56,113",Calvin's in the Julius Caesar room. You all wanna follow me?
935,"01:02:56,704","01:02:58,998",How long have you been associated with Mr. Candie?
936,"01:02:59,612","01:03:01,168",Calvin's father and I were about...
937,"01:03:01,194","01:03:03,157",11 when we went to boarding school together.
938,"01:03:03,575","01:03:06,468",Calvin's father's father put me through law school.
939,"01:03:06,701","01:03:09,704",One could almost say I was raised to be Calvin's lawyer.
940,"01:03:09,871","01:03:11,471",One could almost say youse a nigger.
941,"01:03:12,631","01:03:13,601",What did you say?
942,"01:03:14,286","01:03:17,039","I said... Nothing, he's just being cheeky."
943,"01:03:17,543","01:03:21,964",Anything else about Mr. Candie that I should know before I meet him?
944,"01:03:21,966","01:03:24,239","Yes, he is a bit of a Francophile."
945,"01:03:24,553","01:03:26,044",What civilized people aren't?
946,"01:03:26,095","01:03:28,600",And he prefers Monsieur Candie to Mr. Candie.
947,"01:03:28,603","01:03:30,751","Si c'est cela qu'il prefere. <font color=""#00ffff""><i>Whatever he prefers.</i></font>"
948,"01:03:30,771","01:03:32,323",He doesn't speak French.
949,"01:03:32,351","01:03:34,705","Don't speak French to him, it'll embarrass him."
950,"01:03:38,065","01:03:40,318","Get back on top, now! Turn around!"
951,"01:03:40,485","01:03:41,779",There you go.
952,"01:03:42,356","01:03:43,456",There you go.
953,"01:03:45,734","01:03:48,123",Why do you want to get in the Mandingo business?
954,"01:03:50,745","01:03:54,252",You don't intend to allow your second to make the proper introductions?
955,"01:03:55,497","01:03:56,699","Quit stalling, now."
956,"01:03:57,461","01:03:58,628",Answer the question.
957,"01:04:01,297","01:04:02,370",The awful truth?
958,"01:04:03,278","01:04:04,357",I'm bored.
959,"01:04:04,991","01:04:06,679",This seems like a good bit of fun.
960,"01:04:12,183","01:04:14,185","Well, come on over."
961,"01:04:14,352","01:04:17,063",We got us a fight going on that's a good bit of fun.
962,"01:04:21,108","01:04:22,865",Won't you accompany me to the bar?
963,"01:04:31,577","01:04:33,360","You don't wear a hat in the house, white man."
964,"01:04:33,362","01:04:34,344",Even I know that.
965,"01:04:43,235","01:04:45,038",Dr. Schultz. What a rare pleasure.
966,"01:04:45,040","01:04:46,173","Keep fighting, niggers."
967,"01:04:46,789","01:04:48,239","And I might add, an honor."
968,"01:04:48,724","01:04:49,707",Honor to meet you.
969,"01:04:49,709","01:04:51,760","Please have a seat, the pleasure's all mine."
970,"01:04:51,762","01:04:54,323",Get free man Django here whatever he wants.
971,"01:04:55,268","01:04:57,365",And I'll have sweet tea and bourbon.
972,"01:05:17,206","01:05:18,969","Use your weight boy, use your weight!"
973,"01:05:18,970","01:05:20,081",There you go.
974,"01:05:20,683","01:05:22,529",He's much bigger and stronger!
975,"01:05:23,151","01:05:24,182","Come on, now!"
976,"01:05:24,589","01:05:27,446","He's not doing what I told him, for God's sakes."
977,"01:05:28,200","01:05:29,488","Bravo Luigi, cosÃ¬ e dai. <font color=""#00ffff""><i>Good Luigi, go on.</i></font>"
978,"01:05:29,778","01:05:31,034","Devi essere piÃ¹ rapido. <font color=""#00ffff""><i>Be more faster.</i></font>"
979,"01:05:31,178","01:05:33,897","Come on, now, boy! It's a fight to the death!"
980,"01:05:35,443","01:05:37,494",You either hit him or are you ain't?
981,"01:05:41,907","01:05:43,256","Ecco I con la spola tappeto. <font color=""#00ffff""><i>Make the carpet shuttle.</i></font>"
982,"01:05:43,346","01:05:44,724","La spola tappeto giÃ¹! <font color=""#00ffff""><i>The carpet down!</i></font>"
983,"01:05:45,506","01:05:47,303","Big Fred, come on!"
984,"01:05:48,487","01:05:50,171",Turn him around! Now...
985,"01:05:53,826","01:05:55,600","Use your strength, boy!"
986,"01:05:56,167","01:05:58,164","Come on, now! Use your strength!"
987,"01:06:00,249","01:06:01,303",There you go!
988,"01:06:03,377","01:06:04,480",There you go!
989,"01:06:04,840","01:06:05,931",Look at that.
990,"01:06:06,995","01:06:09,104","See, I told you to put some more power in there."
991,"01:06:09,848","01:06:11,640","Do what I told you, boy!"
992,"01:06:12,347","01:06:13,433",There you go!
993,"01:06:13,973","01:06:16,267",No! Do what I told ya!
994,"01:06:16,349","01:06:19,393","Blind him black, boy! Blind him black!"
995,"01:06:21,729","01:06:23,401","Oh, no, Luigi."
996,"01:06:43,793","01:06:44,953",Finish him.
997,"01:06:49,686","01:06:50,943","Go on, boy, finish him!"
998,"01:06:55,887","01:06:57,597",That's why they call him Big Fred.
999,"01:06:57,678","01:06:59,322",Worth every penny.
1000,"01:06:59,323","01:07:01,098","Well, arrivederci, Luigi."
1001,"01:07:01,390","01:07:03,658","Come on up, now, boy. Get yourself a rest."
1002,"01:07:03,759","01:07:06,226",You did a fine job. A real fine job.
1003,"01:07:07,108","01:07:08,107",Mercedes.
1004,"01:07:29,922","01:07:30,851",Tequila.
1005,"01:07:41,142","01:07:42,267",What's your name?
1006,"01:07:44,967","01:07:45,851",Django.
1007,"01:07:48,803","01:07:49,841",Can you spell it?
1008,"01:07:52,660","01:07:54,631",D-J-A-N
1009,"01:07:55,012","01:07:55,613",G
1010,"01:07:56,018","01:07:56,677",O
1011,"01:07:58,256","01:07:59,489",The D is silent.
1012,"01:08:00,252","01:08:01,002",I know.
1013,"01:08:08,449","01:08:09,481","Umberto, andiamo. <font color=""#00ffff""><i>Umberto, let's go.</i></font>"
1014,"01:08:09,590","01:08:10,375","Mr. Moguy,"
1015,"01:08:10,953","01:08:12,875",want you to take care of my new boy here.
1016,"01:08:13,083","01:08:15,005","You find him a room with a soft bed,"
1017,"01:08:15,007","01:08:17,258",then you bring him up a pony to lick his pole.
1018,"01:08:17,764","01:08:20,618","But you be ready to travel to Candyland tomorrow morning, now, ya hear?"
1019,"01:08:20,679","01:08:21,680","Yessir, Monsieur Candie."
1020,"01:08:21,862","01:08:23,218","Before you go Roscoe,"
1021,"01:08:23,328","01:08:25,342",get Fred here a tall beer.
1022,"01:08:29,615","01:08:30,791","You enjoy that, boy."
1023,"01:08:31,482","01:08:32,401",You've earned it.
1024,"01:08:32,770","01:08:33,581",Yes sir.
1025,"01:08:43,370","01:08:44,560","What's your name, boy?"
1026,"01:08:44,970","01:08:47,166",His name is Django Freeman.
1027,"01:08:50,939","01:08:52,181",Where'd you dig him up?
1028,"01:08:52,270","01:08:55,653",A fortuitous turn of events brought Django and myself together.
1029,"01:08:57,616","01:08:59,101",I've heard tell about you.
1030,"01:09:00,374","01:09:03,468",I heard you been telling everybody them Mandingos ain't no damn good.
1031,"01:09:03,470","01:09:06,418",Ain't nothing nobody is selling is worth buying. I'm curious...
1032,"01:09:07,379","01:09:09,454",what makes you such a Mandingo expert?
1033,"01:09:11,783","01:09:13,941",I'm curious what makes you so curious.
1034,"01:09:17,537","01:09:19,431","What did you say, boy? Calm down, Butch."
1035,"01:09:20,743","01:09:21,966",No offense given...
1036,"01:09:22,701","01:09:23,734",none taken.
1037,"01:09:24,078","01:09:25,128",Monsieur Candie...
1038,"01:09:26,136","01:09:29,485",I'd appreciate if you could direct your line of inquiry toward me.
1039,"01:09:29,625","01:09:30,442",One...
1040,"01:09:31,710","01:09:34,839",you do not have anything to drink. Can I get you a tasty refreshment?
1041,"01:09:35,005","01:09:35,883",Yes!
1042,"01:09:36,154","01:09:37,842",I'll have a beer. Wunderbar.
1043,"01:09:38,107","01:09:40,302","Roscoe, a beer for the man with the beard,"
1044,"01:09:40,304","01:09:42,263",and I will have a Polynesian Pearl Diver.
1045,"01:09:42,265","01:09:43,586",Do not spare the rum.
1046,"01:09:44,140","01:09:45,011",Doc.
1047,"01:09:46,381","01:09:47,821",I am a seasoned slaver.
1048,"01:09:48,008","01:09:48,765","You are well,"
1049,"01:09:48,893","01:09:50,023",you are a neophyte.
1050,"01:09:50,025","01:09:52,696","I'm simply trying to ascertain if this cowboy here,"
1051,"01:09:52,758","01:09:54,706",is taking advantage of you.
1052,"01:09:56,402","01:09:57,962","With all due respect,"
1053,"01:09:58,536","01:09:59,410",Monsieur Candie...
1054,"01:10:00,337","01:10:02,214",I didn't seek you out for your advice.
1055,"01:10:02,436","01:10:04,823",I sought you out to purchase a fighting nigger
1056,"01:10:04,825","01:10:06,749",at above top-dollar market price.
1057,"01:10:07,371","01:10:10,236","Now I was under the impression, when you granted me an audience,"
1058,"01:10:10,238","01:10:12,240",it would be to discuss business.
1059,"01:10:15,456","01:10:17,053","Well, we weren't talking business yet."
1060,"01:10:17,884","01:10:19,607",We were discussing my curiosity.
1061,"01:10:22,428","01:10:23,287",Thank you.
1062,"01:10:23,596","01:10:24,398","Roscoe,"
1063,"01:10:24,515","01:10:26,034","Coco, go outside and play."
1064,"01:10:28,309","01:10:29,294",Sheba...
1065,"01:10:29,880","01:10:31,145",you stay right there.
1066,"01:10:31,937","01:10:33,480",I know you didn't mean me.
1067,"01:10:35,416","01:10:36,255",Prost!
1068,"01:10:36,827","01:10:37,635",German.
1069,"01:10:38,780","01:10:40,065","Now, according to Moguy,"
1070,"01:10:40,690","01:10:42,448","if I do business with you,"
1071,"01:10:42,771","01:10:44,658",I'm doing business with both you all.
1072,"01:10:44,825","01:10:46,638","He does the eyeballing, you the billfold?"
1073,"01:10:46,653","01:10:47,385",Is that it?
1074,"01:10:47,481","01:10:50,286","Well, you don't make it sound too flattering,"
1075,"01:10:50,288","01:10:51,518","but more or less, yeah."
1076,"01:10:53,792","01:10:54,606",So...
1077,"01:10:55,426","01:10:56,386",Bright Boy.
1078,"01:10:57,200","01:10:59,372",Moguy tells me you looked over my African flesh
1079,"01:10:59,373","01:11:01,001",and you was none too impressed?
1080,"01:11:01,508","01:11:02,823",Not for top dollar.
1081,"01:11:05,343","01:11:07,222","Well, then, we got nothing more to talk about."
1082,"01:11:07,505","01:11:09,632","You see, you wanna buy a beat-ass nigger from me,"
1083,"01:11:09,768","01:11:12,156",those are the beat-ass niggers I wanna sell so...
1084,"01:11:12,203","01:11:14,238",He don't wanna buy the niggers you wanna sell.
1085,"01:11:15,022","01:11:16,197","He wants the nigger,"
1086,"01:11:16,557","01:11:17,867",you don't wanna sell.
1087,"01:11:18,480","01:11:19,863","I don't sell,"
1088,"01:11:19,864","01:11:22,344","the niggers, I don't wanna sell."
1089,"01:11:25,058","01:11:25,924","Well,"
1090,"01:11:26,419","01:11:28,333",you won't sell your best.
1091,"01:11:28,744","01:11:30,722",You won't even sell your second best.
1092,"01:11:31,330","01:11:33,188",But your third best?
1093,"01:11:33,189","01:11:34,736",You don't want to sell him either.
1094,"01:11:35,167","01:11:38,875",But if I made you an offer so ridiculous you'd be forced to consider it...
1095,"01:11:39,950","01:11:41,994",who knows what could happen?
1096,"01:11:44,435","01:11:46,264",And what do you consider ridiculous?
1097,"01:11:47,554","01:11:49,824","For a truly talented specimen,"
1098,"01:11:50,160","01:11:51,447",the right nigger?
1099,"01:11:53,565","01:11:55,049","How much would you say, Django?"
1100,"01:11:58,816","01:12:00,159","$12,000."
1101,"01:12:05,072","01:12:06,169","Well, gentlemen,"
1102,"01:12:07,086","01:12:08,603","you had my curiosity,"
1103,"01:12:09,243","01:12:10,807",but now you have my attention.
1104,"01:12:25,048","01:12:25,834",Willie.
1105,"01:12:27,628","01:12:29,049",Hold up! Hold up.
1106,"01:12:30,681","01:12:31,878","Good morning, gentlemen."
1107,"01:12:32,198","01:12:33,521",Good Dr. Schultz.
1108,"01:12:33,724","01:12:35,099","Beautiful morning, isn't it?"
1109,"01:12:35,774","01:12:37,187",You couldn't have picked a better one.
1110,"01:12:37,400","01:12:40,278","Please, won't you take a ride with us here in the Victoria."
1111,"01:12:40,516","01:12:42,059","Oh, thank you very much."
1112,"01:12:42,187","01:12:44,063",You can tie your horse up back there.
1113,"01:12:52,453","01:12:53,453",Django.
1114,"01:12:58,678","01:13:02,206",Where I part company from many of my phrenologist colleagues
1115,"01:13:02,458","01:13:05,036","is I believe there is a level above bright,"
1116,"01:13:06,061","01:13:07,509","above talented,"
1117,"01:13:07,935","01:13:09,742","above loyal that a nigger,"
1118,"01:13:09,743","01:13:11,358",can aspire to.
1119,"01:13:12,107","01:13:13,966","Say, one nigger that just..."
1120,"01:13:13,967","01:13:16,041","pops up in 10,000."
1121,"01:13:16,810","01:13:18,312",The exceptional nigger.
1122,"01:13:19,500","01:13:21,138","Bright day, Bright Boy?"
1123,"01:13:22,626","01:13:23,540",Sun is up.
1124,"01:13:24,818","01:13:26,381",Shining on all of us.
1125,"01:13:31,642","01:13:32,535","Have a seat, doc."
1126,"01:13:33,693","01:13:34,369",Thank you.
1127,"01:13:34,768","01:13:35,729",Quite an honor.
1128,"01:13:35,996","01:13:37,655",The honor is all ours.
1129,"01:13:37,657","01:13:39,747","Thank you, but I do believe,"
1130,"01:13:39,748","01:13:41,184","that given time,"
1131,"01:13:41,563","01:13:44,217",exceptional niggers like Bright Boy here...
1132,"01:13:45,476","01:13:47,006",become if not frequent...
1133,"01:13:48,425","01:13:49,714",more frequent.
1134,"01:13:51,804","01:13:53,177","Bright Boy,"
1135,"01:13:54,076","01:13:56,061","you are that one in 10,000."
1136,"01:13:56,558","01:13:58,035","The name of the game is keep up,"
1137,"01:13:58,036","01:13:59,436","not catch up, nigger."
1138,"01:14:15,581","01:14:18,097","Touch your guns, you die. Everybody, calm down!"
1139,"01:14:18,990","01:14:21,159",Now I saw the whole thing. No harm done.
1140,"01:14:21,161","01:14:22,265",Are you kidding me?
1141,"01:14:22,267","01:14:24,213",This nigger just... I said no harm done!
1142,"01:14:24,456","01:14:26,111",Now take your hand off your pistol!
1143,"01:14:27,881","01:14:28,711","Butch,"
1144,"01:14:29,539","01:14:30,676",that means you too.
1145,"01:14:32,080","01:14:34,670",Everybody stop antagonizing my guest.
1146,"01:14:36,454","01:14:37,079",Hoot!
1147,"01:14:37,756","01:14:39,131",Get back up on your horse.
1148,"01:14:39,520","01:14:41,145",He broke my collarbone!
1149,"01:14:41,147","01:14:43,018","For God's sake, somebody please"
1150,"01:14:43,020","01:14:45,681",help Hoot here back up on his goddamn horse.
1151,"01:14:45,906","01:14:46,828","Yes sir, boss."
1152,"01:14:47,031","01:14:49,006","Oh, now you are one lucky nigger."
1153,"01:14:50,155","01:14:51,776","You better listen to your boss, white boy."
1154,"01:14:51,963","01:14:54,241","Oh, I'm gonna go walking in the moonlight with you."
1155,"01:14:54,576","01:14:55,909",You wanna hold my hand?
1156,"01:15:02,499","01:15:03,316","Willie,"
1157,"01:15:04,011","01:15:05,155",take us home.
1158,"01:15:07,421","01:15:08,982",Start moving!
1159,"01:15:15,804","01:15:17,055",Head them out!
1160,"01:16:02,863","01:16:04,464","You got a problem with your eyeball, boy?"
1161,"01:16:04,925","01:16:05,757","No, sir."
1162,"01:16:06,038","01:16:07,540",You want a boot heel in it?
1163,"01:16:08,702","01:16:09,662","No, sir."
1164,"01:16:09,815","01:16:12,197",Then you keep your goddamn eyeballs off me.
1165,"01:16:13,121","01:16:16,108","You flash that bad look at me again, I'll give you a reason not to like me."
1166,"01:16:16,476","01:16:17,761","Now move, nigger!"
1167,"01:16:19,826","01:16:21,954",You niggers are gonna understand something about me.
1168,"01:16:22,120","01:16:23,997",I'm worse than any of these white men here.
1169,"01:16:24,484","01:16:27,520","You get the molasses out your ass, you keep your goddamn eyeballs off me."
1170,"01:16:28,131","01:16:29,230","He is,"
1171,"01:16:29,231","01:16:31,070","a rambunctious sort, ain't he?"
1172,"01:16:31,644","01:16:32,543",Indeed.
1173,"01:16:35,092","01:16:38,510",May we stop for a moment so I may put a word in my man's ear?
1174,"01:16:38,726","01:16:42,334","You know, I'm expecting to fall in love once I see the specimens at Candyland,"
1175,"01:16:42,391","01:16:44,281","so before that moment,"
1176,"01:16:44,282","01:16:45,786",it would be good if I could have
1177,"01:16:45,788","01:16:48,810",a confidential strategy meeting with my...
1178,"01:16:49,206","01:16:50,023",confidant.
1179,"01:16:53,339","01:16:54,985",You mind telling me what the hell you doing?
1180,"01:16:54,987","01:16:57,030",I confirmed that Broomhilda's at Candyland.
1181,"01:17:01,172","01:17:02,142",You're sure it's her?
1182,"01:17:02,611","01:17:03,992","He didn't call her by name,"
1183,"01:17:03,994","01:17:05,202","but she's a young lady,"
1184,"01:17:05,203","01:17:07,184",whip marks on her back and speaks German.
1185,"01:17:07,374","01:17:09,605","Now, while it's not wise to assume,"
1186,"01:17:09,607","01:17:11,932","in this instance, I think it's pretty safe."
1187,"01:17:12,176","01:17:13,219","Point being,"
1188,"01:17:13,816","01:17:16,498",don't get so carried away with your retribution.
1189,"01:17:17,080","01:17:18,802",You lose sight of why we're here.
1190,"01:17:19,069","01:17:20,908","You think I lost sight of that? Yes, I do."
1191,"01:17:21,093","01:17:23,047",Stop antagonizing Candie.
1192,"01:17:23,598","01:17:25,822","You're going to blow this whole charade,"
1193,"01:17:25,992","01:17:28,696",or more than likely get us both killed.
1194,"01:17:28,870","01:17:30,907","And I for one, don't intend to die,"
1195,"01:17:30,908","01:17:33,541","in Chickasaw County, Mississippi, USA."
1196,"01:17:33,904","01:17:35,221",I'm not antagonizing him.
1197,"01:17:35,222","01:17:36,570",I'm intriguing him.
1198,"01:17:36,979","01:17:39,523",You're yelling abuse at these poor slaves.
1199,"01:17:40,353","01:17:41,631","I recall the man,"
1200,"01:17:42,951","01:17:45,704",who had me kill another man in front of his son
1201,"01:17:46,138","01:17:47,664",and he didn't bat a eye.
1202,"01:17:49,362","01:17:50,272",You remember that?
1203,"01:17:52,577","01:17:53,911","Yeah, of course I remember."
1204,"01:17:53,962","01:17:55,398",What you said was...
1205,"01:17:55,777","01:17:57,116",that this is my world...
1206,"01:17:58,515","01:17:59,987",and in my world you got to get dirty.
1207,"01:18:01,386","01:18:02,770",So that's what I'm doing.
1208,"01:18:03,098","01:18:04,116",I'm getting dirty.
1209,"01:18:08,144","01:18:11,314","Well, you're paraphrasing a tad, but..."
1210,"01:18:12,564","01:18:14,297",that was the general gist.
1211,"01:18:18,295","01:18:20,064",See you at Candyland.
1212,"01:18:27,621","01:18:28,731","Alright, niggers,"
1213,"01:18:29,270","01:18:30,207",back at it.
1214,"01:18:31,633","01:18:33,289","That means you too, Moonlight."
1215,"01:19:20,924","01:19:22,262",I'll be.
1216,"01:19:22,430","01:19:23,562",D'Artagnan!
1217,"01:19:24,572","01:19:26,964","Now, boy, why do a fool thing like run off?"
1218,"01:19:27,637","01:19:29,665","I can't fight no more, Monsieur Candie."
1219,"01:19:30,053","01:19:31,099","Yes, you can."
1220,"01:19:31,537","01:19:33,844","You might not be able to win, but your ass can fight."
1221,"01:19:34,869","01:19:37,403","Mr. Stonesipher, would you please shut these goddamn dogs up?"
1222,"01:19:37,614","01:19:38,868",I cannot hear myself think!
1223,"01:19:38,869","01:19:40,177","Quiet down, Marsha!"
1224,"01:19:40,326","01:19:42,639","Marsha, hush up! Marsha!"
1225,"01:19:42,826","01:19:44,256",Hush up! Hey!
1226,"01:19:44,314","01:19:46,815",Get these goddamn dogs away from this nigger!
1227,"01:19:56,251","01:19:57,352","Come on now, boy..."
1228,"01:19:58,711","01:19:59,790",get on out that tree.
1229,"01:19:59,880","01:20:00,909",Yes sir.
1230,"01:20:24,112","01:20:25,670",How long was he loose?
1231,"01:20:26,406","01:20:27,384",A night.
1232,"01:20:28,032","01:20:28,855",Day.
1233,"01:20:29,927","01:20:31,083",Half the other night.
1234,"01:20:32,579","01:20:33,881",How far he get off the property?
1235,"01:20:34,522","01:20:35,999",About 20 miles off the prop.
1236,"01:20:36,611","01:20:38,738",Pretty far considering that limp he got.
1237,"01:20:41,087","01:20:41,986","Mr. Moguy,"
1238,"01:20:41,987","01:20:44,424",who was D'Artagnan supposed to fight on Friday?
1239,"01:20:44,591","01:20:45,911",One of this new lot.
1240,"01:20:47,385","01:20:48,712","Well, way he looks now,"
1241,"01:20:48,713","01:20:50,424",a blind Indian would not bet a bead on him.
1242,"01:20:50,526","01:20:53,204","Please Monsieur Candie, I ain't got it in me no more."
1243,"01:20:53,206","01:20:54,414","Now, now, now, now, now. I can't..."
1244,"01:20:54,416","01:20:56,242","Now, no... begging."
1245,"01:20:57,610","01:20:59,388",No playing on my soft heart.
1246,"01:21:03,343","01:21:04,612","You're in trouble, now son."
1247,"01:21:04,613","01:21:05,656",Yes sir.
1248,"01:21:08,232","01:21:09,232",You know.
1249,"01:21:09,564","01:21:11,854",I done paid $500 for you.
1250,"01:21:12,677","01:21:14,826",When I pay $500 thenâ€¦
1251,"01:21:15,253","01:21:17,448",I expect to get five fights out of a nigger
1252,"01:21:17,473","01:21:19,092",before he roll over and play dead.
1253,"01:21:19,093","01:21:19,874",Sir.
1254,"01:21:20,147","01:21:21,455","You got to understand,"
1255,"01:21:21,456","01:21:23,121",that I'm running a business here.
1256,"01:21:24,063","01:21:25,889",You fought three fights.
1257,"01:21:25,890","01:21:27,120",But I won every one.
1258,"01:21:27,122","01:21:28,055","Yes, you did."
1259,"01:21:28,056","01:21:31,471","Yes, you did but that last one, you muddled the line between winning and losing."
1260,"01:21:31,638","01:21:32,507",Yes sir.
1261,"01:21:35,350","01:21:36,845","Still, the fact remains."
1262,"01:21:37,720","01:21:40,822","I pay $500, I want five goddamn fights!"
1263,"01:21:41,826","01:21:43,415",So what about my $500?
1264,"01:21:46,058","01:21:47,611",What about my $500?
1265,"01:21:49,358","01:21:50,702",You gonna reimburse me?
1266,"01:21:57,108","01:21:59,054",You even know what reimburse means?
1267,"01:22:07,674","01:22:09,034",I'll reimburse you!
1268,"01:22:13,317","01:22:14,111",You will?
1269,"01:22:15,775","01:22:16,511",Yep.
1270,"01:22:20,106","01:22:21,822","You'll pay $500,"
1271,"01:22:23,046","01:22:26,280",for practically a one-eyed old Joe ain't fit to push a broom?
1272,"01:22:26,429","01:22:27,371","No, he won't."
1273,"01:22:29,777","01:22:31,580",He just tired of you toying with him is all.
1274,"01:22:33,028","01:22:34,317","Matter of fact, so am I."
1275,"01:22:35,440","01:22:37,232",But we ain't paying a penny for that pickaninny.
1276,"01:22:37,596","01:22:39,476","Ain't got no use for him. Ain't that right, doc?"
1277,"01:22:41,041","01:22:41,982",You heard him.
1278,"01:22:51,805","01:22:55,428",You're gonna have to excuse Mr. Stonesipher's slack-jawed gaze.
1279,"01:22:56,498","01:22:59,168",He ain't never seen a nigger like you ever in his life.
1280,"01:23:00,019","01:23:01,638","Ain't that right, Mr. Stonesipher?"
1281,"01:23:04,209","01:23:05,198",That right.
1282,"01:23:06,483","01:23:07,487",For that matter...
1283,"01:23:09,297","01:23:10,351",nor have I.
1284,"01:23:16,785","01:23:17,767",Now...
1285,"01:23:19,045","01:23:22,248",seeing as you won't pay a penny for this pickaninny here...
1286,"01:23:24,892","01:23:27,920",you won't mind me handling this nigger any way I see fit?
1287,"01:23:29,323","01:23:30,542",He's your nigger.
1288,"01:23:34,659","01:23:36,049",Mr. Stonesipher?
1289,"01:23:37,815","01:23:40,642",Let Marsha and her bitches send D'Artagnan to nigger heaven.
1290,"01:23:41,518","01:23:45,882","Marsha! Marsha, hey, get him!"
1291,"01:23:47,774","01:23:49,984","Get him, get him!"
1292,"01:23:51,146","01:23:52,190",Yeah!
1293,"01:24:23,923","01:24:26,044",Your boss looks a little green around the gills
1294,"01:24:26,046","01:24:27,856",for a blood sport like nigger fighting.
1295,"01:24:28,231","01:24:29,051","Nah,"
1296,"01:24:29,896","01:24:32,744",he just ain't used to seeing a man ripped apart by dogs is all.
1297,"01:24:35,613","01:24:36,866",You are used to it?
1298,"01:24:37,405","01:24:39,879",I'm just a little more used to Americans than he is.
1299,"01:24:41,645","01:24:42,353","Now,"
1300,"01:24:42,919","01:24:44,479",Monsieur Candie...
1301,"01:24:45,165","01:24:46,280",whenever you're ready.
1302,"01:24:47,206","01:24:49,770",We rode five hours so you could show off your stock.
1303,"01:24:50,456","01:24:51,753",Let's get to it.
1304,"01:24:53,869","01:24:55,705","Because as of now, if he's an example,"
1305,"01:24:56,396","01:24:57,612",I ain't impressed.
1306,"01:25:00,209","01:25:01,244",Follow me.
1307,"01:26:58,631","01:27:01,210","Line them up to the left here now, boy."
1308,"01:27:02,969","01:27:04,476","Stand up straight, now!"
1309,"01:27:05,513","01:27:06,806",Get up there.
1310,"01:27:06,874","01:27:08,079","Get up there, boy."
1311,"01:27:08,683","01:27:09,441",Come on.
1312,"01:27:09,726","01:27:11,483",Give me a line! Give me a line!
1313,"01:27:11,596","01:27:13,614",Get in line there! Straighten up!
1314,"01:28:13,568","01:28:15,201","Hello! Stephen, my boy!"
1315,"01:28:15,206","01:28:17,548","Yeah, yeah, yeah. Hello, my ass."
1316,"01:28:18,139","01:28:20,838","Who, this nigger up on that nag?"
1317,"01:28:21,352","01:28:22,740","Stephen, you have nails for breakfast?"
1318,"01:28:23,250","01:28:24,808",What's a matter? Why you so ornery?
1319,"01:28:24,809","01:28:26,692","You miss me? Oh, yes sir."
1320,"01:28:27,319","01:28:28,574","I miss you,"
1321,"01:28:28,681","01:28:30,762",like a hog miss slop!
1322,"01:28:30,851","01:28:34,179",Like a baby miss mammy's titty.
1323,"01:28:34,903","01:28:38,938",I miss you like I misses a rock in my shoe.
1324,"01:28:41,384","01:28:42,884","Now I ask you,"
1325,"01:28:43,333","01:28:45,993",who this nigger on that nag?
1326,"01:28:45,995","01:28:46,982","Hey, Snowball?"
1327,"01:28:48,805","01:28:50,784","Wanna know my name or the name of my horse,"
1328,"01:28:51,233","01:28:52,203",you ask me.
1329,"01:28:52,622","01:28:55,446","Just who the hell you calling Snowball, horse boy?"
1330,"01:28:55,547","01:28:56,893",I'll snatch your black ass
1331,"01:28:56,894","01:28:58,654",off that nag there and in the mud so fast...
1332,"01:28:58,656","01:29:00,638","make your head spin. Stephen, Stephen, Stephen, Stephen."
1333,"01:29:01,004","01:29:02,317",Let's keep it funny.
1334,"01:29:03,204","01:29:04,658",Django here's a free man.
1335,"01:29:05,703","01:29:07,699",This nigger here? That nigger there.
1336,"01:29:08,011","01:29:10,263",Let me at least introduce the two of you.
1337,"01:29:10,430","01:29:11,450","Django,"
1338,"01:29:11,590","01:29:14,334","this is another cheeky black bugger like yourself, Stephen."
1339,"01:29:14,541","01:29:16,087","Stephen, this here's Django."
1340,"01:29:16,387","01:29:17,645",You two oughta hate each other.
1341,"01:29:17,812","01:29:18,729","Calvin,"
