number_of_dialog,start_time,end_time,dialog
2897,"02:12:11,083","02:12:13,585",Stratton Oakmont is America!
2898,"02:12:17,631","02:12:19,257","All of you know Kimmie Belzer, right?"
2899,"02:12:19,341","02:12:20,550","Yes, we do."
2900,"02:12:20,634","02:12:21,760",Fuck you.
2901,"02:12:22,427","02:12:23,637","Come on, Kimmie."
2902,"02:12:23,720","02:12:25,263","What you probably didn't know is,"
2903,"02:12:25,347","02:12:27,140","Kimmie was one of the first brokers here,"
2904,"02:12:27,224","02:12:29,518",one of Stratton's original 20.
2905,"02:12:30,268","02:12:32,104","Now most of you met Kimmie,"
2906,"02:12:32,187","02:12:35,190",the beautiful sophisticated woman that she is today.
2907,"02:12:35,607","02:12:38,693","A woman that wears $3,000 Armani suits."
2908,"02:12:40,695","02:12:43,240",Who drives a brand-new Mercedes Benz.
2909,"02:12:43,949","02:12:45,784",A woman who spends
2910,"02:12:45,867","02:12:47,285",her winters in the Bahamas
2911,"02:12:47,369","02:12:49,496",and summers in the Hamptons!
2912,"02:12:54,501","02:12:56,837",That's not the Kimmie that I met.
2913,"02:12:59,673","02:13:03,426",The Kimmie that I met didn't have two nickels to rub together.
2914,"02:13:04,678","02:13:06,930",She was a single mom on the balls of her ass
2915,"02:13:07,013","02:13:08,807",with an eight-year-old son.
2916,"02:13:08,890","02:13:11,893",Okay? She was three months behind on her rent.
2917,"02:13:12,978","02:13:16,648","And when she came to me and asked me for a job,"
2918,"02:13:16,731","02:13:18,942","she asked for a $5,000 advance"
2919,"02:13:19,025","02:13:22,195",just so she could pay her son's tuition.
2920,"02:13:26,658","02:13:28,368","And what'd I do, Kimmie?"
2921,"02:13:28,451","02:13:30,162","Go on, tell them."
2922,"02:13:31,913","02:13:33,957",You wrote me a check
2923,"02:13:34,207","02:13:36,293","for $25,000."
2924,"02:13:37,586","02:13:39,045",That's right.
2925,"02:13:39,171","02:13:40,505",Thank you.
2926,"02:13:43,925","02:13:45,677",And you know why that is?
2927,"02:13:49,014","02:13:51,308",It's because I believed in you.
2928,"02:13:53,018","02:13:55,729","It's because I believed in you, Kimmie,"
2929,"02:13:56,146","02:14:00,025",just like I believe in each and every one of you here today.
2930,"02:14:00,108","02:14:02,527","- I fucking love you, Jordan! - I fucking love you."
2931,"02:14:02,611","02:14:04,404",I fucking love you! I love you.
2932,"02:14:04,487","02:14:07,282","I fucking love you, too! I fucking love you, too!"
2933,"02:14:10,202","02:14:12,204",And I love all of you!
2934,"02:14:12,787","02:14:15,123",And I love all of you from the bottom of my heart.
2935,"02:14:15,207","02:14:17,667","- I fucking love you, too. - I mean that."
2936,"02:14:18,501","02:14:20,795",You are the shit. You are the fucking shit.
2937,"02:14:27,302","02:14:29,471","It's a shame, you know."
2938,"02:14:31,056","02:14:35,185","For years, I've been telling you guys never to take no for an answer, right?"
2939,"02:14:35,268","02:14:38,480","You know, to keep pushing, to never hang up the phone"
2940,"02:14:39,397","02:14:41,650",until you get what you want.
2941,"02:14:42,525","02:14:44,277",Because you all deserve it.
2942,"02:14:46,321","02:14:49,491","You know, this fucking deal that I'm about to sign"
2943,"02:14:49,991","02:14:52,118","barring me from the securities industry,"
2944,"02:14:52,202","02:14:54,246","barring me from Stratton,"
2945,"02:14:55,330","02:14:56,748",my home.
2946,"02:14:59,501","02:15:01,503","What the fuck is that, you know?"
2947,"02:15:02,712","02:15:05,048",I'll tell you what it is. It's...
2948,"02:15:05,799","02:15:08,593","It's me taking no for an answer, you know."
2949,"02:15:10,095","02:15:11,346",It's them...
2950,"02:15:11,429","02:15:14,683","It's them selling me, not the other way around."
2951,"02:15:15,433","02:15:18,144",It's me being a hypocrite is what it is.
2952,"02:15:23,316","02:15:24,567",So...
2953,"02:15:31,700","02:15:33,243",You know what?
2954,"02:15:37,038","02:15:38,665",I'm not leaving.
2955,"02:15:41,001","02:15:42,252",I'm not leaving.
2956,"02:15:45,213","02:15:46,381",I'm not fucking leaving!
2957,"02:15:51,428","02:15:53,847",You're not getting a fucking promotion!
2958,"02:15:55,223","02:15:56,558",The show goes on!
2959,"02:15:59,185","02:16:00,603",This is my home!
2960,"02:16:00,687","02:16:03,440",They're gonna need a fucking wrecking ball
2961,"02:16:03,523","02:16:05,400",to take me out of here!
2962,"02:16:07,402","02:16:09,904",They're gonna need to send in the National Guard
2963,"02:16:09,988","02:16:11,740",or fucking SWAT team
2964,"02:16:11,823","02:16:14,326",'cause I ain't going nowhere!
2965,"02:16:17,162","02:16:18,204",Fuck them!
2966,"02:16:20,665","02:16:22,417",Fuck them!
2967,"02:16:56,534","02:16:58,328",Jordy! Jordy!
2968,"02:16:58,453","02:17:00,455",Jordy! Get back here!
2969,"02:17:01,289","02:17:02,457",Hey!
2970,"02:17:04,918","02:17:06,169",Give me that.
2971,"02:17:08,671","02:17:09,798",What is this?
2972,"02:17:09,881","02:17:12,384","<i>Ramar of the Jungle</i>, for Christ sake?"
2973,"02:17:13,468","02:17:16,388","<i>Paddy D,</i> mazel tov, <i>you Irishman.</i>"
2974,"02:17:16,471","02:17:19,933",<i>Jordan Belfort just welched on his deal with the SEC.</i>
2975,"02:17:20,016","02:17:22,685",<i>He is back in the ocean. Happy hunting.</i>
2976,"02:17:35,615","02:17:37,909",<i>It was our time to party big.</i>
2977,"02:17:37,992","02:17:40,620","<i>And just as Brad was released from jail, too.</i>"
2978,"02:17:41,454","02:17:45,417","<i>I apologized, even offered to pay him for his time in the can.</i>"
2979,"02:17:46,000","02:17:48,086","<i>But he said no, that he was out.</i>"
2980,"02:17:48,169","02:17:50,046",<i>He didn't want any part of us.</i>
2981,"02:17:50,130","02:17:51,756","<i>Sad thing was,</i>"
2982,"02:17:51,840","02:17:55,051",<i>two years later he was dead.</i>
2983,"02:17:55,218","02:17:57,637",<i>Massive heart attack. Thirty-five.</i>
2984,"02:17:58,430","02:18:00,765",<i>Same age Mozart died.</i>
2985,"02:18:00,849","02:18:04,102","<i>Not that they have a hell of a lot in common, but...</i>"
2986,"02:18:04,185","02:18:06,521","<i>Anyway, I don't know why that came to mind.</i>"
2987,"02:18:08,690","02:18:12,277","<i>Within days, subpoenas started flying.</i>"
2988,"02:18:12,360","02:18:15,697","<i>Notices to produce documents, depositions, you name it.</i>"
2989,"02:18:15,780","02:18:17,782",<i>Donnie couldn't drink water fast enough.</i>
2990,"02:18:17,866","02:18:20,326",United States government wants to give me a subpoena?
2991,"02:18:20,410","02:18:23,705",Here's what we do with subpoenas at Stratton Oakmont!
2992,"02:18:29,461","02:18:32,088","Fuck you, USA! Fuck you!"
2993,"02:18:32,172","02:18:34,048",Fuck you! Fuck you!
2994,"02:18:34,132","02:18:35,925",Fuck you!
2995,"02:18:43,683","02:18:45,727",Jordan Belfort.
2996,"02:18:45,810","02:18:47,687",Alden. That's a nice name.
2997,"02:18:47,770","02:18:49,063",Thank you very much for that.
2998,"02:18:49,147","02:18:51,316",- What kind of name is that? - That is my name.
2999,"02:18:51,399","02:18:53,067",I do not recall that.
3000,"02:18:53,151","02:18:55,487",I do not recall that. Okay?
3001,"02:18:55,570","02:18:57,739","Mr. Ming, thank you for coming in today."
3002,"02:18:57,822","02:18:59,449",Are you gonna finish the rest of that Danish?
3003,"02:18:59,532","02:19:00,742","- Can I have that Danish? - No, no, go ahead."
3004,"02:19:00,825","02:19:02,494",<i>They interrogated everybody.</i>
3005,"02:19:02,577","02:19:04,204","I got a low blood sugar, thyroid thing."
3006,"02:19:04,287","02:19:05,455",<i>It went on for months.</i>
3007,"02:19:05,538","02:19:07,582",<i>It was a total fucking harassment.</i>
3008,"02:19:07,665","02:19:09,209",Tell him to proceed with the questions.
3009,"02:19:09,292","02:19:11,753",<i>But not a single Strattonite cracked.</i>
3010,"02:19:11,836","02:19:13,505",Gladys Carrera?
3011,"02:19:13,588","02:19:15,131",Doesn't ring a bell.
3012,"02:19:15,215","02:19:17,842","Sorry, I have no recommendation of that."
3013,"02:19:18,009","02:19:19,010",No.
3014,"02:19:19,093","02:19:20,094",No idea.
3015,"02:19:20,178","02:19:22,680",I don't recall that transaction. You guys have any milk?
3016,"02:19:22,764","02:19:25,016",Absolutely not.
3017,"02:19:25,099","02:19:26,935",Francis Sortigi you called so many times
3018,"02:19:27,018","02:19:29,229",I just thought you might remember that.
3019,"02:19:29,312","02:19:30,813",<i>Would you remember any of those?</i>
3020,"02:19:30,897","02:19:32,649",- I do not recall any of that. - This Abdul...
3021,"02:19:32,732","02:19:34,901","I do not... No, I don't recall."
3022,"02:19:34,984","02:19:36,653",It was a long phone call.
3023,"02:19:36,736","02:19:38,404",I just wondered if you have any memory of that.
3024,"02:19:38,488","02:19:41,658",Okay. You know we've talked to several of the employees at this firm
3025,"02:19:41,741","02:19:45,036",and nobody can recall anything about this Steve Madden IPO.
3026,"02:19:45,119","02:19:46,371",I think it's odd.
3027,"02:19:48,248","02:19:50,750",Do you recall Cartage Corporation?
3028,"02:19:52,252","02:19:53,503",You do recall it?
3029,"02:19:53,586","02:19:54,879","No, I don't recall that at all."
3030,"02:19:55,463","02:19:58,383",Excuse me. I have to ask. Is that your real hair?
3031,"02:19:59,008","02:20:01,135",Are you gonna say anything about that?
3032,"02:20:01,219","02:20:02,512",Are you gonna comment on my hair?
3033,"02:20:02,595","02:20:04,305",Is that how we're doing... Is this personal questions?
3034,"02:20:04,389","02:20:06,057",I'm just wondering why you would wear something like that.
3035,"02:20:06,140","02:20:07,976",Sorry. I don't recall that company.
3036,"02:20:10,061","02:20:11,813","Can I get you anything else, gentlemen?"
3037,"02:20:11,896","02:20:13,731","Yes. Sweetheart, I have a rare condition"
3038,"02:20:13,815","02:20:17,235","which requires me to drink one of those every 15 minutes, please."
3039,"02:20:17,694","02:20:20,822",<i>We were specifically advised not to leave the country.</i>
3040,"02:20:20,905","02:20:22,949","<i>So, we took our wives to Italy.</i>"
3041,"02:20:23,324","02:20:25,743",<i>We figured we were safer working from overseas</i>
3042,"02:20:25,827","02:20:27,203",<i>giving orders to Rugrat.</i>
3043,"02:20:27,287","02:20:29,455",<i>Nobody could arrest us and nobody could prove</i>
3044,"02:20:29,539","02:20:31,541",<i>I was still running Stratton from a yacht.</i>
3045,"02:20:31,624","02:20:32,875","Hey, Rugrat."
3046,"02:20:32,959","02:20:34,127",<i>Bonjour.</i>
3047,"02:20:34,210","02:20:36,212","You bald-headed eagle, how you doing?"
3048,"02:20:36,296","02:20:37,255","<i>Donnie, Donnie, listen!</i>"
3049,"02:20:37,338","02:20:38,631","We have a problem, okay."
3050,"02:20:38,715","02:20:41,968","Your friend, Steve Madden, is unloading shares."
3051,"02:20:42,051","02:20:44,095",What are you saying? Who told you that?
3052,"02:20:44,178","02:20:45,763","<i>- What's</i> going <i>on? - He's doing it, Donnie!</i>"
3053,"02:20:45,847","02:20:48,308",He said that Steve Madden's unloading shares.
3054,"02:20:48,391","02:20:49,517",Who told you that? It's bullshit!
3055,"02:20:49,601","02:20:51,936",Give me that goddamn phone.
3056,"02:20:52,020","02:20:53,563",What's going on?
3057,"02:20:53,771","02:20:55,857","Jordan, look. I'm watching the screen"
3058,"02:20:55,940","02:20:58,651","and huge chunks of Steve Madden are being sold, okay."
3059,"02:20:58,735","02:21:00,778","It's not coming from us, so it's gotta be Steve."
3060,"02:21:00,862","02:21:02,905",He's the only person with that many shares.
3061,"02:21:02,989","02:21:03,948","It's Donnie. Call me back, all right."
3062,"02:21:04,032","02:21:06,367","Donnie, your little friend is trying to fuck me, you know that."
3063,"02:21:06,492","02:21:08,202",Your little friend is trying to fuck me right in the ass.
3064,"02:21:08,286","02:21:09,871",- Get him on the phone now! - We don't know anything yet.
3065,"02:21:09,954","02:21:11,331",Let's not jump to conclusions.
3066,"02:21:11,831","02:21:13,541",<i>Even though I owned 85%</i>
3067,"02:21:13,625","02:21:16,669","<i>of Steve-cocksucking-motherfucking-Madden Shoes,</i>"
3068,"02:21:16,753","02:21:19,005",<i>the shares were in his fucking name.</i>
3069,"02:21:19,088","02:21:21,299",<i>This motherfucker knew I was in trouble with the feds</i>
3070,"02:21:21,382","02:21:23,176",<i>and was trying to take advantage.</i>
3071,"02:21:23,259","02:21:24,761","Talk to me, man. How do you wanna play this?"
3072,"02:21:24,844","02:21:26,596",I want you to get all our clients on the phone right now
3073,"02:21:26,679","02:21:27,972",and have them start selling Steve Madden.
3074,"02:21:28,056","02:21:29,515",We're gonna drive that fucking price down!
3075,"02:21:29,599","02:21:31,100",Do you hear me? Shut the fuck up!
3076,"02:21:31,225","02:21:32,852",This is your fucking friend from high school.
3077,"02:21:33,019","02:21:35,104","<i>If that little fucking prick thinks he can fuck with me,</i>"
3078,"02:21:35,188","02:21:37,774",we'll turn his company into a penny stock! You hear me?
3079,"02:21:37,857","02:21:39,275",- You got it? - Yes. I got it!
3080,"02:21:39,359","02:21:42,278",<i>Let's just not jump to conclusions before we know what's going on.</i>
3081,"02:21:42,362","02:21:43,738",Captain Ted!
3082,"02:21:43,821","02:21:44,906",Captain Ted!
3083,"02:21:45,406","02:21:47,784","Hang up your phones! Everybody, hey!"
3084,"02:21:47,867","02:21:50,620",Turn the boat around! We're going home!
3085,"02:21:53,748","02:21:56,125","Baby! Baby, what happened?"
3086,"02:21:56,417","02:21:57,669",I just...
3087,"02:21:58,086","02:21:59,337","Sweetheart, what's going on?"
3088,"02:22:00,463","02:22:02,090",Aunt Emma...
3089,"02:22:02,965","02:22:04,258",Just wait.
3090,"02:22:04,676","02:22:06,302",I can't...
3091,"02:22:06,386","02:22:09,263",What's going on? Why you crying?
3092,"02:22:09,347","02:22:11,391",- She's dead! - Who? Who's dead?
3093,"02:22:11,474","02:22:13,851",I just got a call from my cousin Betty.
3094,"02:22:13,935","02:22:15,019",Yeah?
3095,"02:22:15,103","02:22:16,813",Aunt Emma is dead.
3096,"02:22:18,231","02:22:20,942",- Are you fucking kidding me? - No.
3097,"02:22:21,275","02:22:22,443",You're serious?
3098,"02:22:23,236","02:22:25,530","Oh, my God! Baby, that's..."
3099,"02:22:25,613","02:22:27,073","Oh, fuck!"
3100,"02:22:27,156","02:22:28,950","Oh, sweetheart, that's just..."
3101,"02:22:29,033","02:22:30,368",<i>Fucking heart attack!</i>
3102,"02:22:30,451","02:22:32,036","<i>Boom, snap, gone.</i>"
3103,"02:22:32,120","02:22:33,955",<i>Shuffled off her mortal coil.</i>
3104,"02:22:34,038","02:22:37,375",<i>And $20 million stuck in a Swiss bank account.</i>
3105,"02:22:37,458","02:22:39,544",The last time I talked to her she was fine!
3106,"02:22:39,627","02:22:41,796","- She's not that old. - Oh, God! Baby, oh, God!"
3107,"02:22:41,879","02:22:44,048",That's so fucking terrible!
3108,"02:22:44,132","02:22:45,842","Oh, fuck!"
3109,"02:22:45,925","02:22:46,926",It is terrible.
3110,"02:22:47,009","02:22:49,554","Your aunt was such an elegant, attractive woman."
3111,"02:22:49,637","02:22:51,556",My condolences to you and your family.
3112,"02:22:51,639","02:22:52,974",Yes. We're absolutely devastated.
3113,"02:22:53,057","02:22:55,059",Thank you so much for your condolences.
3114,"02:22:55,143","02:22:58,062",Now where does that leave us in regard to her account exactly?
3115,"02:22:58,146","02:22:59,647",Does it go into probate or what?
3116,"02:22:59,731","02:23:01,315","Not to worry, Jordan. Not to worry."
3117,"02:23:01,399","02:23:03,067","Your aunt, before she died,"
3118,"02:23:03,151","02:23:06,070",signed a document naming you as her successor.
3119,"02:23:06,320","02:23:07,822",She did?
3120,"02:23:07,905","02:23:09,532","Fantastic! Well, that's good news!"
3121,"02:23:09,824","02:23:11,993","Well, not as of yet."
3122,"02:23:12,326","02:23:14,328",What does that mean? Not as of yet?
3123,"02:23:16,748","02:23:18,458",I can't seem to hear you.
3124,"02:23:18,541","02:23:21,252",I must have bad reception. Are you speaking English?
3125,"02:23:21,419","02:23:24,088",- Very... Now. Fast. Very fast. <i>- Fast?</i>
3126,"02:23:24,172","02:23:26,299",I have to get to Switzerland now?
3127,"02:23:28,009","02:23:30,094",Speak English! Fucking speak English!
3128,"02:23:30,178","02:23:31,471","Whoa! Hey, hey, hey. Hey! Quiet, okay?"
3129,"02:23:31,554","02:23:33,014","Take your suit, take your dick, okay,"
3130,"02:23:33,097","02:23:34,807",- and move your ass! Please. - Okay.
3131,"02:23:35,850","02:23:36,893",Move my ass! Yes!
3132,"02:23:36,976","02:23:41,105","<i>I gotta say, these Swiss were some sneaky motherfuckers.</i>"
3133,"02:23:41,189","02:23:43,107","<i>Within minutes, he had me set up with a forger</i>"
3134,"02:23:43,191","02:23:45,193",<i>who could fake Aunt Emma's signature.</i>
3135,"02:23:45,276","02:23:46,819",You American shit!
3136,"02:23:46,986","02:23:50,364","<i>I just had to get there by tomorrow, or lose $20 million.</i>"
3137,"02:23:50,448","02:23:52,158",We're going to Monaco!
3138,"02:23:52,700","02:23:54,994","- Monaco? Now? - Yes, baby."
3139,"02:23:55,077","02:23:57,663","We're going to Monaco, so then we can go to Switzerland, okay?"
3140,"02:23:57,747","02:23:59,457",- But her aunt just died. - I realize that.
3141,"02:23:59,540","02:24:02,460",But I have business in Switzerland. I need to go to Switzerland right now.
3142,"02:24:02,543","02:24:04,629",Bottom line. Sorry.
3143,"02:24:04,921","02:24:06,714",We gotta get to London.
3144,"02:24:07,215","02:24:08,466",Why? Why?
3145,"02:24:09,967","02:24:11,135",The funeral!
3146,"02:24:11,219","02:24:12,553","Yeah, but, babe. Look, look..."
3147,"02:24:13,054","02:24:15,807",I loved your aunt more than anyone in the entire world.
3148,"02:24:15,890","02:24:17,391",I really did.
3149,"02:24:17,892","02:24:20,144","But she's dead now, sweetie."
3150,"02:24:20,228","02:24:22,438",She's dead and she's not going anywhere.
3151,"02:24:22,522","02:24:24,899","She'll still be dead by the time we get to London, okay?"
3152,"02:24:25,566","02:24:27,318","Captain Ted! Captain Ted, all right, look."
3153,"02:24:27,401","02:24:29,195","We're going to Monaco. Monaco now, okay?"
3154,"02:24:29,278","02:24:30,321","Monaco, right."
3155,"02:24:30,404","02:24:32,281",We're going to Monaco so that we can drive to Switzerland
3156,"02:24:32,365","02:24:33,658",so they don't stamp our passports.
3157,"02:24:33,741","02:24:35,618","Take care of business here, we'll drive back to Monaco,"
3158,"02:24:35,701","02:24:37,370",take a flight over to London to catch the funeral
3159,"02:24:37,453","02:24:38,955",and be in New York in three fucking business days!
3160,"02:24:39,038","02:24:40,206",That's the fucking plan.
3161,"02:24:40,289","02:24:42,667",I just want you to know that we might run into some chop.
3162,"02:24:42,750","02:24:44,961","Chop? We can fucking handle chop, right?"
3163,"02:24:45,044","02:24:46,462","I mean, it's a 170-foot yacht."
3164,"02:24:46,546","02:24:49,298","No, no, no. We're not going anywhere unless he says it's safe, all right."
3165,"02:24:49,382","02:24:50,800",- Don't worry about the chop. - It's safe.
3166,"02:24:50,883","02:24:52,218",You don't know shit about chop.
3167,"02:24:52,301","02:24:54,512","Oh, really? And you do? You're a fucking expert on that."
3168,"02:24:54,595","02:24:56,931",I'll chop your fucking credit card in half. How about that?
3169,"02:24:57,014","02:24:58,891",Chop is fine. Trust me. Chop is fine.
3170,"02:24:58,975","02:25:00,685","Is chop fine, Captain Ted?"
3171,"02:25:02,019","02:25:03,855","Yeah. I mean, if we take it slow."
3172,"02:25:03,938","02:25:05,106","Yeah, we're gonna take it slow."
3173,"02:25:05,189","02:25:06,774",It's a little uncomfortable. Tell them it's safe.
3174,"02:25:06,858","02:25:08,025",It's gonna be safe.
3175,"02:25:08,109","02:25:11,696",We'll batten down the hatches and secure the deck.
3176,"02:25:11,779","02:25:15,491",And we're looking at a few... Maybe a few broken dishes.
3177,"02:25:15,575","02:25:16,701",Few broken dishes.
3178,"02:25:16,784","02:25:17,994",What's a few broken dishes?
3179,"02:25:18,077","02:25:19,370",Does that sound fucking awesome or what?
3180,"02:25:19,453","02:25:20,830",No. Not really.
3181,"02:25:20,913","02:25:22,206",We're gonna have a fucking good time!
3182,"02:25:22,290","02:25:24,041",Let's go to fucking Monaco now!
3183,"02:25:24,125","02:25:25,293",Let's fucking move! Let's go!
3184,"02:25:30,715","02:25:31,757",Hold on!
3185,"02:25:34,927","02:25:37,930",What the fuck is going on out here?
3186,"02:25:38,014","02:25:40,641",The Jet Skis just went overboard!
3187,"02:25:40,725","02:25:42,727","Oh, Jesus Christ! Honey, you okay?"
3188,"02:25:42,810","02:25:44,937",<i>Gale warning! Gale warning!</i>
3189,"02:25:45,021","02:25:47,815",The waves are 20 feet high and building!
3190,"02:25:47,899","02:25:49,567","Turn around, let's go the other fucking way."
3191,"02:25:49,650","02:25:50,860",- We can't! - Go!
3192,"02:25:50,943","02:25:53,529",We'll get broad-sided. It'll tip over!
3193,"02:25:53,613","02:25:55,406",I am a master diver. You hear that?
3194,"02:25:55,489","02:25:56,532",I'm a master diver!
3195,"02:25:56,616","02:25:57,867",No one's gonna fucking die!
3196,"02:25:57,950","02:26:00,578","I got you, baby. I got you. Trust me, okay?"
3197,"02:26:00,661","02:26:01,913",I love you.
3198,"02:26:01,996","02:26:03,915","I love you, baby. Just hold on tight."
3199,"02:26:03,998","02:26:05,041",Okay.
3200,"02:26:05,124","02:26:06,167",Donnie!
3201,"02:26:07,752","02:26:08,961","Hold on, baby!"
3202,"02:26:09,045","02:26:10,046",Donnie!
3203,"02:26:12,089","02:26:13,132",Donnie!
3204,"02:26:13,633","02:26:15,009","- What? - Hold on, baby."
3205,"02:26:15,092","02:26:16,594",Get the fucking ludes.
3206,"02:26:16,677","02:26:17,845","I don't wanna die, Jordan!"
3207,"02:26:17,929","02:26:20,640","I did a lot of bad shit. I'm going to hell, Jordan!"
3208,"02:26:20,723","02:26:23,601",I fucked up! I fucked up so bad!
3209,"02:26:23,684","02:26:25,686",Get the ludes! Downstairs!
3210,"02:26:25,895","02:26:27,104",What are you saying?
3211,"02:26:27,605","02:26:29,023",Fuck!
3212,"02:26:29,899","02:26:31,108",Get the ludes!
3213,"02:26:31,192","02:26:32,777","I can't go down there, Jordan. It's flooded."
3214,"02:26:32,860","02:26:34,111",It's three feet of water down there!
3215,"02:26:34,195","02:26:36,948",I will not die sober!
3216,"02:26:37,031","02:26:38,783",Get those fucking ludes!
3217,"02:26:38,866","02:26:39,909",Okay!
3218,"02:26:39,992","02:26:41,327",- Go! - Okay.
3219,"02:26:44,205","02:26:45,957","- Where's he going? - Hold on, baby!"
3220,"02:26:46,040","02:26:47,625",Donnie! Is he fucking crazy?
3221,"02:26:47,708","02:26:48,834",He's just warning everybody!
3222,"02:27:01,055","02:27:02,765",Jesus Christ!
3223,"02:27:04,350","02:27:05,518",Hold on!
3224,"02:27:05,601","02:27:07,061",Get away from the window!
3225,"02:27:07,144","02:27:08,521",Rogue wave!
3226,"02:27:08,604","02:27:09,647",Mayday!
3227,"02:27:09,730","02:27:12,316",This is Captain Ted Beecham aboard the yacht <i>Naomi!</i>
3228,"02:27:12,400","02:27:13,901",- We are going down! - I got 'em!
3229,"02:27:14,360","02:27:15,569",I got 'em!
3230,"02:27:16,737","02:27:18,280",Give me one for the nerves!
3231,"02:27:18,364","02:27:19,490",We're going down!
3232,"02:27:19,573","02:27:21,784",This is a fucking Mayday!
3233,"02:27:21,867","02:27:23,953",We require immediate assistance!
3234,"02:27:26,205","02:27:27,206",Hold on!
3235,"02:27:27,289","02:27:28,499",Watch out!
3236,"02:27:40,177","02:27:42,722",<i>The nice thing about getting rescued by Italians</i>
3237,"02:27:43,014","02:27:46,559","<i>is that they feed you, make you drink red wine,</i>"
3238,"02:27:46,642","02:27:48,602",<i>then you get to dance.</i>
3239,"02:28:05,202","02:28:06,871",<i>Did you see that?</i>
3240,"02:28:07,288","02:28:10,207",<i>That was the plane I sent to come get us.</i>
3241,"02:28:11,125","02:28:14,879","<i>I shit you not, it exploded when a seagull flew into the engine.</i>"
3242,"02:28:14,962","02:28:16,964",<i>Three people killed.</i>
3243,"02:28:21,135","02:28:22,970",<i>You want a sign from God?</i>
3244,"02:28:23,054","02:28:26,140","<i>Well, after all this, I finally got the message.</i>"
3245,"02:28:31,604","02:28:35,232",<i>Do you dream of becoming financially independent</i>
3246,"02:28:35,316","02:28:37,985",but struggle every month just to pay your bills?
3247,"02:28:38,069","02:28:42,156","Would you like to own a home like this, but can barely afford to pay your rent?"
3248,"02:28:42,239","02:28:45,951","My name is Jordan Belfort, and there's no secret to wealth creation."
3249,"02:28:46,035","02:28:48,537","No matter who you are, no matter where you came from,"
3250,"02:28:48,621","02:28:51,207",you too can become financially independent
3251,"02:28:51,290","02:28:53,042",in just a matter of months.
3252,"02:28:53,125","02:28:55,252",All you need is a strategy.
3253,"02:28:55,336","02:28:56,962","When I was 24 years old,"
3254,"02:28:57,046","02:29:00,883","I made a decision not just to survive, but to thrive."
3255,"02:29:00,966","02:29:03,427",<i>At first I didn't feel like deals like these were possible.</i>
3256,"02:29:03,511","02:29:06,931","But we have the house and we have a $33,000 profit."
3257,"02:29:07,014","02:29:08,140",I certainly believe now.
3258,"02:29:08,224","02:29:09,642",Think about it for a second.
3259,"02:29:09,725","02:29:11,852",If you don't have the guts to attend Jordan Belfort's
3260,"02:29:11,936","02:29:14,105","Straight Line Persuasion System seminar,"
3261,"02:29:14,188","02:29:15,773",then how do you expect to make any money?
3262,"02:29:15,856","02:29:19,610","<i>If you want to be a millionaire someday, have some guts. Make a decision.</i>"
3263,"02:29:19,693","02:29:22,446",Jordan Belfort's setup worked for me because I worked hard for it.
3264,"02:29:22,530","02:29:25,074","And if it doesn't work for you, it's because you're lazy."
3265,"02:29:25,157","02:29:26,784",And you should get a job at McDonald's.
3266,"02:29:26,867","02:29:29,286",<i>There's nobody holding you back from financial freedom.</i>
3267,"02:29:29,370","02:29:32,289",And there's nobody stopping you from making millions.
3268,"02:29:32,373","02:29:33,624","Don't just sit at home,"
3269,"02:29:33,707","02:29:36,335",or the life of your dreams will sail right past you.
3270,"02:29:39,088","02:29:42,716","I changed all these people's lives and I can change yours, too!"
3271,"02:29:42,800","02:29:44,051",So come to my seminar!
3272,"02:29:44,135","02:29:45,511",The life of your dreams is only...
3273,"02:29:45,594","02:29:47,304","Good to see you again, Jordan."
3274,"02:29:47,388","02:29:48,472",You're under arrest!
3275,"02:29:48,556","02:29:50,141",You gotta be joking!
3276,"02:29:51,392","02:29:52,643",You're kidding me.
3277,"02:29:52,726","02:29:54,311","Hey, get the fuck away from me!"
3278,"02:29:54,395","02:29:55,646",Turn that camera off.
3279,"02:29:55,729","02:29:57,731","I'm fucking shooting a fucking infomercial here,"
3280,"02:29:57,815","02:29:59,191",you fucking cocksucker!
3281,"02:29:59,275","02:30:00,985","- Fuck you, you motherfucker! - Shut the fucking camera off."
3282,"02:30:01,068","02:30:02,820","You don't got shit on me, you hear me!"
3283,"02:30:02,903","02:30:03,988",Go fuck yourself!
3284,"02:30:04,071","02:30:06,448","I'm making an honest living, you fucking piece of shit!"
3285,"02:30:06,532","02:30:09,493","Hey, Jordan, let me give you a little legal advice."
3286,"02:30:09,577","02:30:10,995",Shut the fuck up!
3287,"02:30:11,078","02:30:12,621","Oh, fuck you, you fucking prick!"
3288,"02:30:12,705","02:30:15,249","I'm making an honest living, you motherfucker!"
3289,"02:30:17,084","02:30:18,502",<i>I clean up my act.</i>
3290,"02:30:18,586","02:30:21,172",<i>I did rehab. I'm a TV personality.</i>
3291,"02:30:21,255","02:30:24,008",<i>I'm sober for two years. And this happens!</i>
3292,"02:30:24,091","02:30:26,302",<i>Rugrat goes and gets busted down in Miami.</i>
3293,"02:30:26,385","02:30:27,636","I'm Swiss, I'm not communist."
3294,"02:30:27,720","02:30:29,388",<i>And guess who the fuck with? Saurel.</i>
3295,"02:30:29,471","02:30:30,514","- You gonna beat me? - No, sir."
3296,"02:30:30,598","02:30:32,850","Yeah, I know your country. You're gonna beat me."
