number_of_dialog,start_time,end_time,dialog
1262,"01:25:27,674","01:25:29,509","You wanna be a nigger, sweet boy?"
1263,"01:25:29,551","01:25:32,137",- Fuck you! - We gonna treat you like one.
1264,"01:25:32,178","01:25:35,307",- No. - Come on.
1265,"01:25:37,309","01:25:38,977","Come on, give it to him!"
1266,"01:25:50,196","01:25:51,740",Fuck you!
1267,"01:25:55,702","01:25:58,163",That was real sweet.
1268,"01:25:58,204","01:25:59,372",Fuck you!
1269,"01:26:31,947","01:26:32,989",How is he?
1270,"01:26:34,157","01:26:36,493","Well, he took six stitches."
1271,"01:27:17,951","01:27:20,919","Man, what the hell are you doing here, anyway?"
1272,"01:27:20,954","01:27:24,082","I came to talk about Danny, but we don't have to do that now."
1273,"01:27:24,124","01:27:26,126",I brought you some books.
1274,"01:27:28,461","01:27:31,756","What about him, you know? Don't keep me in suspense."
1275,"01:27:31,798","01:27:33,800",He's headed right where you are.
1276,"01:27:34,801","01:27:38,430",You know what? My mother already laid this trip on me.
1277,"01:27:38,471","01:27:41,182",Danny's not my responsibility.
1278,"01:27:41,224","01:27:42,934",What do you expect me to do with that?
1279,"01:27:42,976","01:27:45,770",It doesn't help me. Am I supposed to feel guilty?
1280,"01:27:45,812","01:27:47,230",I don't want you to do anything.
1281,"01:27:47,814","01:27:49,941",I need to know the truth about how you feel.
1282,"01:27:49,983","01:27:51,985",You think I want him in here?
1283,"01:27:52,020","01:27:54,446",I mean... I don't know.
1284,"01:27:54,487","01:27:55,947",I don't know what I feel. I'm all...
1285,"01:27:58,199","01:28:00,285",I feel a little inside out.
1286,"01:28:00,327","01:28:02,294","I'm, you know-I don't know."
1287,"01:28:02,329","01:28:06,249",There's some things that... that don't fit.
1288,"01:28:06,291","01:28:08,501","Well, that happens."
1289,"01:28:09,502","01:28:12,172",You are too damn smart to be floating around here...
1290,"01:28:12,213","01:28:14,633",pretending you don't see all the holes in this bullshit.
1291,"01:28:14,674","01:28:16,593","Hey, listen. I said I was confused."
1292,"01:28:16,635","01:28:18,803",I didn't say I didn't believe in it.
1293,"01:28:18,845","01:28:20,931",All right. That's why you have to stay open.
1294,"01:28:20,972","01:28:23,433","Right now, your anger is consuming you here."
1295,"01:28:23,475","01:28:26,645",Your anger is shutting down the brain God gave you.
1296,"01:28:26,686","01:28:28,688","God. You know, man? You've been talking about..."
1297,"01:28:28,730","01:28:30,565",what's going on with me since I was in high school.
1298,"01:28:30,607","01:28:33,443",How the fuck do you know what's going on inside me?
1299,"01:28:33,485","01:28:37,447","No, I know about me. I know about this place."
1300,"01:28:37,489","01:28:39,449",I know about the place you are in.
1301,"01:28:39,491","01:28:42,243",What do you know about the place I'm in?
1302,"01:28:42,285","01:28:44,454",There was a moment...
1303,"01:28:44,496","01:28:47,457",when I used to blame everything and everyone...
1304,"01:28:47,499","01:28:49,960",for all the pain and suffering...
1305,"01:28:50,001","01:28:52,128",and vile things that happened to me...
1306,"01:28:52,170","01:28:54,714",that I saw happen to my people.
1307,"01:28:54,756","01:28:56,549",Used to blame everybody.
1308,"01:28:56,591","01:29:00,136","Blamed white people, blamed society, blamed God."
1309,"01:29:00,178","01:29:03,348",I didn't get no answers 'cause I asked the wrong questions.
1310,"01:29:03,390","01:29:05,892",You have to ask the right question.
1311,"01:29:05,934","01:29:07,185",Like what?
1312,"01:29:09,604","01:29:12,524",Has anything you've done made your life better?
1313,"01:29:32,961","01:29:34,462","You gotta help me, man."
1314,"01:29:37,257","01:29:38,967",Just help me.
1315,"01:29:40,802","01:29:42,846","Get me out of here, you know?"
1316,"01:29:45,640","01:29:48,310",I'm up in four months for review.
1317,"01:29:49,978","01:29:51,980",Put in a word for me.
1318,"01:29:52,022","01:29:54,566","I already have. So you're out there, and then what?"
1319,"01:29:54,608","01:29:57,444",I don't want to fuck up my family anymore.
1320,"01:29:57,485","01:29:59,738",I'll go as far away as I can get.
1321,"01:29:59,779","01:30:01,573",That's not good enough.
1322,"01:30:01,615","01:30:05,035","You want my help, you gotta do better than that."
1323,"01:30:05,076","01:30:07,537",My help is not unconditional.
1324,"01:30:07,621","01:30:10,832",Running just ain't good enough.
1325,"01:30:43,531","01:30:46,826",Fuck him. Fuck him.
1326,"01:30:46,868","01:30:48,578",Fuck him. Let the niggers have him.
1327,"01:30:50,038","01:30:51,373","What's up, D?"
1328,"01:30:51,414","01:30:54,626",What's all that bullshit you pulled in the mess hall?
1329,"01:30:55,835","01:30:58,713",You out of your fucking mind? Are you fucking crazy?
1330,"01:30:58,755","01:31:01,049","D, look at me, man!"
1331,"01:31:01,091","01:31:03,677",You can't make it in here on your own.
1332,"01:31:03,718","01:31:05,804",I'm not afraid of those fucking pussies.
1333,"01:31:05,845","01:31:07,973","There was six of them, and they jumped me."
1334,"01:31:08,014","01:31:10,392",That won't happen again. I hope they fucking try.
1335,"01:31:10,433","01:31:12,936","Man, I'm not talking about your peckerwood friends!"
1336,"01:31:13,019","01:31:15,313",They're protecting your stupid ass!
1337,"01:31:15,355","01:31:19,150",You dissed them in public! Now you're on your fucking own!
1338,"01:31:19,192","01:31:21,987","Yo, man, I'm talking about the brothers, all right?"
1339,"01:31:22,028","01:31:25,156","They'll fuck you, then smoke your motherfucking ass!"
1340,"01:31:25,198","01:31:27,826",Why don't you tell me something I don't know?
1341,"01:31:27,867","01:31:29,995",You think I haven't thought about that?
1342,"01:31:30,036","01:31:33,498","If they come for me, they come. There ain't nothing I can do."
1343,"01:31:34,791","01:31:36,668","What can I do, man?"
1344,"01:31:41,548","01:31:44,009",So I was right back where I started.
1345,"01:31:44,050","01:31:46,094",Every day I was sure it was my day.
1346,"01:31:47,304","01:31:50,265",Every time I stepped out of my cell...
1347,"01:31:50,307","01:31:53,018",every time I got in that shower...
1348,"01:31:56,104","01:31:58,023",I figured it was only a matter of time...
1349,"01:31:58,064","01:32:00,025",before they made a move.
1350,"01:32:01,234","01:32:03,361",I just hoped it'd be quick.
1351,"01:32:35,018","01:32:37,354",But it never came.
1352,"01:32:39,064","01:32:40,315",I couldn't figure it out.
1353,"01:32:40,357","01:32:42,317",I knew some of them were itching for it.
1354,"01:32:42,359","01:32:44,361","After awhile, I just put my head down..."
1355,"01:32:44,444","01:32:46,237",and read the stuff that Sweeney sent me...
1356,"01:32:46,279","01:32:48,031",and I kept to myself.
1357,"01:32:50,116","01:32:53,745","Last six months in that place, I was like a ghost."
1358,"01:33:07,467","01:33:10,011","What's up, man? You getting out?"
1359,"01:33:12,138","01:33:13,932","Come on, man. What the fuck you waiting on?"
1360,"01:33:13,974","01:33:16,101","Get the fuck on outta here, man."
1361,"01:33:17,978","01:33:20,021","Yeah, you know, I got this funny feeling."
1362,"01:33:20,063","01:33:21,940","Oh, yeah? What's that?"
1363,"01:33:23,316","01:33:25,068",I'm thinking maybe the only reason...
1364,"01:33:25,110","01:33:26,945",I'm getting out of here in one piece is you.
1365,"01:33:28,488","01:33:29,948","Come on, man! Get the fuck outta here!"
1366,"01:33:29,990","01:33:31,992",You think I'm gonna put my neck on the line...
1367,"01:33:32,027","01:33:34,035",for some crazy ass peckerwood?
1368,"01:33:34,077","01:33:35,954",Yeah. Right.
1369,"01:33:35,996","01:33:38,164",Stupid.
1370,"01:33:43,837","01:33:45,505",That's what I thought.
1371,"01:33:49,843","01:33:52,095","I owe you, man."
1372,"01:33:52,137","01:33:54,306","Man, you don't owe me shit, all right?"
1373,"01:33:57,309","01:33:58,268","Yes, I do."
1374,"01:34:08,486","01:34:10,447",You'll be outta here in no time.
1375,"01:34:10,488","01:34:12,866","Man, it's a piece of cake, all right?"
1376,"01:34:15,118","01:34:16,953","Just take it easy on the brothers, all right?"
1377,"01:34:16,995","01:34:18,079",The brothers!
1378,"01:34:28,506","01:34:29,966","God, man."
1379,"01:34:32,510","01:34:34,346","Sorry, Derek."
1380,"01:34:35,347","01:34:37,515",Sorry that happened to you.
1381,"01:34:38,683","01:34:41,811","Well, I'm not. I'm lucky."
1382,"01:34:41,853","01:34:44,814","I feel lucky, 'cause it's wrong, Dan."
1383,"01:34:47,192","01:34:48,985","It's wrong, and it was eating me up."
1384,"01:34:49,027","01:34:50,987",It was gonna kill me.
1385,"01:34:51,029","01:34:53,031",And I kept asking myself all the time...
1386,"01:34:53,073","01:34:57,035","how did I buy into this shit, you know?"
1387,"01:34:58,703","01:35:00,538",It's just 'cause I was pissed off.
1388,"01:35:01,748","01:35:04,960",Nothing I ever did ever took that feeling away.
1389,"01:35:06,503","01:35:09,422","I killed two guys, Danny. I killed them."
1390,"01:35:11,299","01:35:13,468",And it didn't make me feel any different.
1391,"01:35:14,678","01:35:16,012",Just got me more lost...
1392,"01:35:16,054","01:35:18,515","and I'm tired of feeling pissed-off, Danny."
1393,"01:35:18,598","01:35:21,518",I'm just tired of it.
1394,"01:35:21,559","01:35:23,979",And I'm not telling you what to do.
1395,"01:35:25,313","01:35:26,648",I'm really not.
1396,"01:35:27,649","01:35:29,818",But I need you to understand...
1397,"01:35:31,653","01:35:34,990","'cause I love you, and you're my best friend."
1398,"01:35:37,117","01:35:38,994",Do you understand?
1399,"01:35:39,035","01:35:40,996","Yeah, I understand."
1400,"01:35:44,499","01:35:45,834",All right.
1401,"01:35:49,838","01:35:51,339",Jesus.
1402,"01:36:08,064","01:36:09,941",Hi. Everything OK?
1403,"01:36:09,983","01:36:11,359","Ah, everything's great."
1404,"01:36:11,401","01:36:14,154",Great. Yeah. You wanna sleep in our room?
1405,"01:36:14,195","01:36:16,156",- No. Thank you. - You sure?
1406,"01:36:16,197","01:36:19,451",Yeah. This is good. Thank you.
1407,"01:36:19,492","01:36:21,953","All right. Come on, let's go."
1408,"01:36:43,183","01:36:44,184",Good night.
1409,"01:37:51,167","01:37:53,003","I'm gonna take a shower, all right?"
1410,"01:38:27,203","01:38:28,455",It's hard to look back...
1411,"01:38:28,496","01:38:31,416",and see the truth about people you love.
1412,"01:38:31,458","01:38:34,419",I think if you asked Derek why it all went the way it did...
1413,"01:38:34,461","01:38:36,087",and where it all started...
1414,"01:38:36,129","01:38:38,965",he'd still say it started when our father was murdered.
1415,"01:38:40,133","01:38:42,427","The truth is, it started earlier."
1416,"01:38:42,469","01:38:45,680",Are we all meeting for the game tonight?
1417,"01:38:45,722","01:38:46,932",Definitely.
1418,"01:38:46,973","01:38:48,600","All right, Ben's Burger at 7:00..."
1419,"01:38:48,642","01:38:49,976",then we go watch the big guy play.
1420,"01:38:52,479","01:38:54,439",Psyching up for the game?
1421,"01:38:54,481","01:38:57,567",I'm always ready for that. I got an English exam.
1422,"01:38:57,651","01:38:59,945",I'm having a heart attack. I'm not ready.
1423,"01:38:59,986","01:39:01,988","What's the matter? Afraid you'll get a ""B""?"
1424,"01:39:02,030","01:39:04,950",Might do you good. B-minus.
1425,"01:39:04,991","01:39:07,911","Hey, don't laugh. This guy is different."
1426,"01:39:07,953","01:39:10,413",Dr. Sweeney. This guy's unbelievable.
1427,"01:39:10,455","01:39:12,457",Unbelievable. I've never had a teacher like this.
1428,"01:39:12,499","01:39:13,708",He's got two Ph. D.s.
1429,"01:39:13,750","01:39:17,379",I don't know what he's doing teaching at our school.
1430,"01:39:17,420","01:39:18,630",What's he got you reading?
1431,"01:39:18,672","01:39:22,300","We got this essay exam on ""Native Son."""
1432,"01:39:22,342","01:39:24,803","""Native Son""? I don't know that."
1433,"01:39:24,844","01:39:26,388",That's a big surprise.
1434,"01:39:27,514","01:39:28,890",What? I read.
1435,"01:39:30,141","01:39:33,478","Honey, they don't teach Tom Clancy in school."
1436,"01:39:35,146","01:39:36,940","Well, they don't."
1437,"01:39:36,982","01:39:38,441","So what is this ""Native Son""?"
1438,"01:39:39,609","01:39:41,987",It's this book about this black guy.
1439,"01:39:42,028","01:39:44,990",We're doing this whole black literature unit.
1440,"01:39:45,031","01:39:47,492",Is it Black History Month?
1441,"01:39:47,534","01:39:49,953","No, it's just this guy Sweeney, you know?"
1442,"01:39:49,995","01:39:51,830",It's part of the course now.
1443,"01:39:58,503","01:40:00,088",What?
1444,"01:40:00,130","01:40:02,966",Nothing. It's just...
1445,"01:40:03,008","01:40:05,093",It's everywhere I look now.
1446,"01:40:05,135","01:40:06,845",What?
1447,"01:40:08,513","01:40:11,308",This affirmative blacktion.
1448,"01:40:11,349","01:40:16,271",A few new books doesn't qualify as affirmative black action.
1449,"01:40:17,397","01:40:19,190","Read the book, ace the guy's test."
1450,"01:40:19,232","01:40:21,651",Just don't swallow everything he feeds you whole.
1451,"01:40:21,693","01:40:23,236",Just 'cause you see it on the evening news...
1452,"01:40:23,278","01:40:24,404","I know, but what?"
1453,"01:40:24,446","01:40:26,489",All this stuff about making everything equal.
1454,"01:40:26,531","01:40:27,991",It's not that simple.
1455,"01:40:28,033","01:40:29,993","Now you got this book ""Native Son."""
1456,"01:40:30,035","01:40:31,995",What happened to the other books in the course?
1457,"01:40:32,037","01:40:36,499",They're not any good anymore because Mr. Two PhD. says so?
1458,"01:40:36,541","01:40:39,002",Now you gotta trade in great books for black books?
1459,"01:40:39,044","01:40:41,671",Does that make sense?
1460,"01:40:41,713","01:40:43,840","You gotta question these things, Derek."
1461,"01:40:43,882","01:40:45,842",You gotta look at the whole picture.
1462,"01:40:45,884","01:40:49,054",We're talking about books here. I'm also talking about my job.
1463,"01:40:49,095","01:40:52,015",I got two black guys on my squad now...
1464,"01:40:52,057","01:40:54,517",who got their job over a couple of white guys...
1465,"01:40:54,559","01:40:56,603",who actually scored higher on the test.
1466,"01:40:56,645","01:41:00,023",Does that make sense?
1467,"01:41:00,065","01:41:03,610","Everything's equal now, but I got two guys watching my back..."
1468,"01:41:03,652","01:41:07,614",responsible for my life who aren't as good.
1469,"01:41:07,656","01:41:09,449",They only got the job because they were black...
1470,"01:41:09,491","01:41:11,785",not because they were the best.
1471,"01:41:11,826","01:41:14,871",- That sucks. - Is that what America's about?
1472,"01:41:14,955","01:41:16,957","No, America's about best man for the job."
1473,"01:41:16,998","01:41:19,125","You do your best, you get the job."
1474,"01:41:19,167","01:41:22,128",This affirmative-action crap...
1475,"01:41:22,170","01:41:23,964",I don't know what that's about.
1476,"01:41:24,005","01:41:28,134",There's like some hidden agenda or something going on.
1477,"01:41:28,176","01:41:29,636",You see what I'm saying?
1478,"01:41:29,678","01:41:32,264","Yeah, I do. I didn't think about it like that."
1479,"01:41:33,807","01:41:35,976","This guy, though-I don't know."
1480,"01:41:36,017","01:41:38,103","Dr. Sweeney, he comes on so strong..."
1481,"01:41:38,144","01:41:39,980",it's hard not to listen to him...
1482,"01:41:40,021","01:41:42,565",but maybe some of what he says is kinda...
1483,"01:41:42,607","01:41:43,817",It's bullshit.
1484,"01:41:45,026","01:41:47,153","Yeah. Yeah, maybe."
1485,"01:41:47,195","01:41:51,032",No. It's nigger bullshit.
1486,"01:41:53,368","01:41:56,121","- You see that, don't you? - Yeah."
1487,"01:41:56,162","01:41:57,998",You gotta watch out for that.
1488,"01:41:58,039","01:42:01,001","Yeah. No, I get what you're saying. I will."
1489,"01:42:02,544","01:42:04,462",Good boy.
1490,"01:42:04,504","01:42:06,589",I'm proud of you.
1491,"01:42:06,673","01:42:08,300",Don't worry about it. I got it.
1492,"01:44:13,967","01:44:15,927",And in about one minute...
1493,"01:44:15,969","01:44:18,513",I'm gonna watch the sun come up.
1494,"01:44:18,555","01:44:20,807",I don't know if I've ever done that.
1495,"01:44:21,975","01:44:25,312","Anyway, we're gonna try to pick things up and start over."
1496,"01:44:25,353","01:44:28,773","It won't be easy, but we're all together again..."
1497,"01:44:28,808","01:44:30,900",and I feel good.
1498,"01:44:31,985","01:44:34,946",I'm not sure if this paper is what you wanted-
1499,"01:44:34,988","01:44:36,948",if I hit the social significance...
1500,"01:44:36,990","01:44:39,200",or whatever you're looking for...
1501,"01:44:39,242","01:44:42,746","but for what it's worth, thanks a lot."
1502,"01:44:57,260","01:45:01,514",Wow. You look great. Look at you.
1503,"01:45:03,183","01:45:06,144",Yeah. Gotta dress up for the parole officer.
1504,"01:45:06,186","01:45:07,479",Is she cute?
1505,"01:45:07,520","01:45:09,648",She is a fat guy named Hector...
1506,"01:45:09,689","01:45:12,943",- Oh. Well... - So I'm out of luck.
1507,"01:45:15,320","01:45:16,947",I just gotta check in...
1508,"01:45:16,988","01:45:19,074",then I'm gonna see about getting my old job back.
1509,"01:45:19,115","01:45:21,993",- Great. - Good morning.
1510,"01:45:23,203","01:45:24,454","Davina, can you help?"
1511,"01:45:24,496","01:45:25,956",Your sister's gonna help you.
1512,"01:45:26,998","01:45:28,708",You look great. Knock 'em dead.
1513,"01:45:28,750","01:45:30,293",Thanks.
1514,"01:45:30,335","01:45:32,754","Come on, sweetie. What would you like to wear today?"
1515,"01:45:35,382","01:45:38,593",- You do look good. - Yeah? I feel silly.
1516,"01:45:38,635","01:45:41,012",- You look good. - Yeah?
1517,"01:45:43,014","01:45:44,474",You feel good?
1518,"01:45:47,352","01:45:50,480","Yeah. I feel, you know..."
1519,"01:45:50,522","01:45:52,482",a little...
1520,"01:45:52,524","01:45:54,901",I'm getting there.
1521,"01:45:56,528","01:45:58,405",Listen... I don't know-
1522,"01:46:00,073","01:46:02,367",I don't know if it's OK that I'm here.
1523,"01:46:06,454","01:46:07,706",I want to be here.
1524,"01:46:26,474","01:46:28,226",- I'm gonna get a paper. - Cool.
1525,"01:46:45,660","01:46:48,788",- What do you want? - Maple bar and a large milk.
1526,"01:46:48,830","01:46:50,332",All right. I got it.
1527,"01:46:54,794","01:46:56,796",Let me get a coffee...
1528,"01:46:56,838","01:46:59,466","a maple bar, and a large milk to go."
1529,"01:46:59,507","01:47:00,550",Right away.
1530,"01:47:10,602","01:47:13,438","Derek, we need to talk."
1531,"01:47:13,480","01:47:14,905",What's going on?
1532,"01:47:14,940","01:47:19,402",Cameron Alexander and Seth Ryan are at the ICU at St. John's.
1533,"01:47:19,486","01:47:20,946",They were jumped last night near Ben's Burgers.
1534,"01:47:20,981","01:47:22,746",How bad?
1535,"01:47:22,781","01:47:24,449","Well, it looks like they're gonna live."
1536,"01:47:24,491","01:47:27,577","- Then they got lucky. - Somebody's gotta lose, though."
1537,"01:47:30,372","01:47:31,373",What?
1538,"01:47:32,624","01:47:35,794",We were kinda hoping maybe you'd talk to your old crew-
1539,"01:47:35,835","01:47:37,420",Come on. No way.
1540,"01:47:37,504","01:47:40,632","If there's anybody they're gonna listen to, it's you."
1541,"01:47:40,667","01:47:42,884","No. I hate to tell you, but I'm out, OK?"
1542,"01:47:42,926","01:47:44,886",Those guys are probably gunning for me now.
1543,"01:47:44,928","01:47:46,930","We're asking for your help here, Derek."
1544,"01:47:46,972","01:47:48,848",Did you tell him I was gonna do this?
1545,"01:47:55,647","01:47:58,316",This has got nothing to do with me anymore.
1546,"01:47:58,351","01:48:01,003","Yes, it does. It has everything to do with you."
1547,"01:48:01,038","01:48:03,620","God, what are you doing to me? I'm doing my best!"
1548,"01:48:03,655","01:48:06,408",I'm going like this just to keep my family in the clear.
1549,"01:48:06,449","01:48:07,867",Don't ask me to fix this fucking situation!
1550,"01:48:07,909","01:48:09,869",- I'm not asking that. - It was there before me.
1551,"01:48:09,911","01:48:12,914",You helped create it. You wanna take a break now?
1552,"01:48:12,956","01:48:14,666","You take a break, you'll find no peace."
1553,"01:48:14,708","01:48:17,877",The way to find peace is to stick.
1554,"01:48:17,919","01:48:19,921",It's not gonna make a fucking bit of difference.
1555,"01:48:19,963","01:48:23,091",- It might. - Not a bit.
1556,"01:48:23,133","01:48:26,761","I mean, do you know what you're asking me to do?"
1557,"01:48:26,803","01:48:29,764",Yes. I'm asking you to do whatever's in your power to do.
1558,"01:48:31,266","01:48:33,560","Oh, man."
1559,"01:48:36,313","01:48:37,647",Fuck.
1560,"01:48:42,235","01:48:43,653",All right.
1561,"01:48:45,488","01:48:48,450",You know what you're gonna do? Get me shot by white boys.
1562,"01:48:48,491","01:48:50,452",I doubt it.
1563,"01:48:50,493","01:48:53,538","We're all gonna have a laugh at that, let me tell ya."
1564,"01:48:54,748","01:48:58,209",I'm gonna take him to school. I'll be back in half an hour.
1565,"01:48:58,244","01:48:59,628",Come on.
1566,"01:48:59,669","01:49:03,465","Hey, you. You got something good for me this morning?"
1567,"01:49:03,506","01:49:04,716","I'll give it to you, Dr. Sweeney."
1568,"01:49:04,758","01:49:06,051","- Yeah, OK. - All right."
1569,"01:49:10,847","01:49:12,849",What's going on?
1570,"01:49:17,938","01:49:19,105","Come on, let's go."
1571,"01:49:34,746","01:49:37,916","It's just so bad for Seth, man."
1572,"01:49:37,958","01:49:40,627",I wonder how bad they got fucked up.
1573,"01:49:41,920","01:49:44,297","I'm glad they're not dead. Other than that, I don't care."
1574,"01:49:45,799","01:49:47,259",Should we visit them?
1575,"01:49:47,300","01:49:49,928",No. Definitely not.
1576,"01:49:49,970","01:49:52,013",Just stay out of it.
1577,"01:49:52,055","01:49:55,934",Listen. I saw a car cruising by the house last night...
1578,"01:49:55,976","01:49:57,769",when I pulled out of there with Seth.
1579,"01:49:57,811","01:50:00,939","If you get home before me today, give a look around the street."
1580,"01:50:00,981","01:50:03,483",Make sure there's nothing going on.
1581,"01:50:04,484","01:50:06,569","Man, this is bad."
1582,"01:50:08,822","01:50:11,783","- They're after you, man. - It'll cool off."
1583,"01:50:11,825","01:50:15,370","If I made it through Chino, this should be a piece of cake."
1584,"01:50:17,664","01:50:18,665",You gonna be OK?
1585,"01:50:23,878","01:50:25,005",What are you gonna do?
1586,"01:50:25,046","01:50:28,466","I'll work it out. Keep your head up, all right?"
1587,"01:50:28,508","01:50:31,886",Things are gonna be fine. It's gonna be fine.
1588,"01:50:31,928","01:50:33,763",Go turn that paper in.
1589,"01:50:35,515","01:50:38,685",All right. See ya.
1590,"01:50:38,727","01:50:40,020",Come here.
1591,"01:50:45,859","01:50:47,319",I'll see you at home.
1592,"01:50:49,070","01:50:50,614",All right?
1593,"01:50:51,865","01:50:54,451","Yeah, I'll see you. Good luck, all right?"
1594,"01:50:54,492","01:50:57,537",- Yeah. - See you later.
1595,"01:51:03,293","01:51:05,712",- Gonna be late. - We better go.
1596,"01:51:06,713","01:51:08,131",All right. Come on.
1597,"01:51:31,071","01:51:32,113",Bye.
1598,"01:51:32,155","01:51:35,367",I'll catch up with you. See you later.
1599,"01:52:57,115","01:52:58,950",Get out of my way!
1600,"01:52:58,992","01:53:00,785",All right! Let him go!
1601,"01:53:03,288","01:53:04,414","Oh, no."
1602,"01:53:07,542","01:53:09,628","Aw, Jesus."
1603,"01:53:33,151","01:53:34,951","Oh, Jesus."
1604,"01:53:34,986","01:53:36,988","God, what did I do?"
1605,"01:54:05,141","01:54:09,104",So I guess this is where I tell you what I learned.
1606,"01:54:09,145","01:54:10,981","My conclusion, right?"
1607,"01:54:11,982","01:54:15,902","Well, my conclusion is hate is baggage."
1608,"01:54:16,736","01:54:19,948",Life's too short to be pissed off all the time.
1609,"01:54:19,990","01:54:22,158",It's just not worth it.
1610,"01:54:24,911","01:54:28,456",Derek says it's always good to end a paper with a quote.
1611,"01:54:28,498","01:54:30,959",He says someone else has already said it best...
1612,"01:54:31,001","01:54:32,961",so if you can't top it...
1613,"01:54:33,003","01:54:35,463",steal from them and go out strong.
1614,"01:54:35,505","01:54:38,008",So I picked a guy I thought you'd like.
1615,"01:54:39,843","01:54:43,471","""We are not enemies, but friends."
1616,"01:54:43,513","01:54:45,807","""We must not be enemies."
1617,"01:54:45,849","01:54:48,310","""Though passion may have strained..."
1618,"01:54:48,351","01:54:51,146","""we must not break our bonds of affection."
1619,"01:54:51,187","01:54:53,982","""The mystic chords of memory..."
1620,"01:54:54,024","01:54:56,526","""will swell when again touched..."
1621,"01:54:56,568","01:54:58,528","""as surely they will be..."
1622,"01:54:58,570","01:55:01,531","""by the better angels of our nature."""
